identifier,runeName,runeType,runeSlot,availableTypes,availableDragons,rarityIndex,abilities,abilityOperators,abilityTexts,abilityUnits,enhanceValues1,enhanceValues2,enhanceCosts,aura,icon,isTutorialRune,h
Epic_buildingProductionModifier_lumberMill9,Epic Lumber Production,monument,normal,,,4,buildingProductionModifier_woodFarm|buildingSpecialAttackModifier_hogFarm,+|+,Increase Lumber Production production|Sheep Farm Super Shot Damage,%|%,0.014|0.017|0.019|0.022,0.07|0.09|0.09|0.09,12500|19640|31630,monumentHealing,rune_mill_production_03.png,,
Epic_buildingSpecialAttackModifier_archerTower1,Epic Archer Striker,monument,normal,,,4,buildingSpecialAttackModifier_archerTower|buildingAttackModifier_archerTower,+|+,Archer Tower Super Shot Damage|Increase Archer Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentArcher,rune_archer_damage_03.png,,
Epic_buildingSpecialAttackModifier_archerTower1Event,Epic Archer Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_archerTower|buildingAttackModifier_archerTower,+|+,Archer Tower Super Shot Damage|Increase Archer Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentArcher,rune_ballista_projectiles_utility_03.png,,
Epic_buildingSpecialAttackModifier_ballista1,Epic Poison Striker,monument,normal,,,4,buildingSpecialAttackModifier_ballista|buildingAttackModifier_ballista,+|+,Ballista Super Shot Damage|Increase Ballista Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentPoison,rune_ballista_damage_03.png,,
Epic_buildingSpecialAttackModifier_ballista1Event,Epic Poison Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_ballista|buildingAttackModifier_ballista,+|+,Ballista Super Shot Damage|Increase Ballista Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentPoison,rune_ballista_damage_03_event.png,,
Epic_buildingSpecialAttackModifier_cannonTower1,Epic Cannon Striker,monument,normal,,,4,buildingSpecialAttackModifier_cannonTower|buildingAttackModifier_cannonTower,+|+,Cannon Tower Super Shot Damage|Increase Cannon Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentCannon,rune_cannon_damage_03.png,,
Epic_buildingSpecialAttackModifier_cannonTower1Event,Epic Cannon Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_cannonTower|buildingAttackModifier_cannonTower,+|+,Cannon Tower Super Shot Damage|Increase Cannon Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentCannon,rune_buildTime_utility_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm1,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|buildingSpecialAttackModifier_lightningTower,+|+,Sheep Farm Super Shot Heal|Lightning Tower Super Shot Damage,%|%,0.12|0.14|0.16|0.18,0.07|0.09|0.09|0.09,12500|19600|31600,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm10,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|buildingAttackModifier_lightningTower,+|+,Sheep Farm Super Shot Heal|Increase Lightning Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm10Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_hogFarm|buildingAttackModifier_lightningTower,+|+,Sheep Farm Super Shot Heal|Increase Lightning Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_farm_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_hogFarm11,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|buildingAttackModifier_cannonTower,+|+,Sheep Farm Super Shot Heal|Increase Cannon Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm11Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_hogFarm|buildingAttackModifier_cannonTower,+|+,Sheep Farm Super Shot Heal|Increase Cannon Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_farm_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_hogFarm12,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|buildingAttackModifier_archerTower,+|+,Sheep Farm Super Shot Heal|Increase Archer Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm12Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_hogFarm|buildingAttackModifier_archerTower,+|+,Sheep Farm Super Shot Heal|Increase Archer Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_farm_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_hogFarm13,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|buildingAttackModifier_trebuchet,+|+,Sheep Farm Super Shot Heal|Increase Trebuchet Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm13Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_hogFarm|buildingAttackModifier_trebuchet,+|+,Sheep Farm Super Shot Heal|Increase Trebuchet Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_farm_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_hogFarm14,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|buildingAttackModifier_stormTower,+|+,Sheep Farm Super Shot Heal|Increase Storm Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm14Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_hogFarm|buildingAttackModifier_stormTower,+|+,Sheep Farm Super Shot Heal|Increase Storm Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_farm_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_hogFarm15,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|buildingAttackModifier_ballista,+|+,Sheep Farm Super Shot Heal|Increase Ballista Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm15Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_hogFarm|buildingAttackModifier_ballista,+|+,Sheep Farm Super Shot Heal|Increase Ballista Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_farm_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_hogFarm16,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|buildingProductionModifier_hogFarm,+|+,Sheep Farm Super Shot Damage|Increase Sheep Farm production,%|%,0.12|0.14|0.16|0.18,0.008|0.011|0.011|0.011,12500|19640|31630,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm17,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|buildingProductionModifier_woodFarm,+|+,Sheep Farm Super Shot Damage|Increase Lumber Mill production,%|%,0.12|0.14|0.16|0.18,0.008|0.011|0.011|0.011,12500|19640|31630,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm18,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|ballistaPoisonAffectDragonDamageModifier,+|-,Sheep Farm Super Shot Damage|Poison Reduces Dragon Damage,%|%,0.12|0.14|0.16|0.18,0.021|0.027|0.027|0.027,12500|19640|31630,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm19,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|ballistaPoisonAffectDamageToDragonModifier,+|+,Sheep Farm Super Shot Damage|Poison Increases Damage to Dragon,%|%,0.12|0.14|0.16|0.18,0.021|0.027|0.027|0.027,12500|19640|31630,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm1Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_hogFarm|buildingSpecialAttackModifier_lightningTower,+|+,Sheep Farm Super Shot Heal|Lightning Tower Super Shot Damage,%|%,0.12|0.14|0.16|0.18,0.07|0.09|0.09|0.09,12500|19600|31600,monumentHealing,rune_buildTime_utility_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm2,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|buildingSpecialAttackModifier_cannonTower,+|+,Sheep Farm Super Shot Heal|Cannon Tower Super Shot Damage,%|%,0.12|0.14|0.16|0.18,0.07|0.09|0.09|0.09,12500|19600|31600,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm2Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_hogFarm|buildingSpecialAttackModifier_cannonTower,+|+,Sheep Farm Super Shot Heal|Cannon Tower Super Shot Damage,%|%,0.12|0.14|0.16|0.18,0.07|0.09|0.09|0.09,12500|19600|31600,monumentHealing,rune_farm_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_hogFarm3,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|buildingSpecialAttackModifier_archerTower,+|+,Sheep Farm Super Shot Heal|Archer Tower Super Shot Damage,%|%,0.12|0.14|0.16|0.18,0.07|0.09|0.09|0.09,12500|19600|31600,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm3Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_hogFarm|buildingSpecialAttackModifier_archerTower,+|+,Sheep Farm Super Shot Heal|Archer Tower Super Shot Damage,%|%,0.12|0.14|0.16|0.18,0.07|0.09|0.09|0.09,12500|19600|31600,monumentHealing,rune_farm_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_hogFarm4,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|buildingSpecialAttackModifier_trebuchet,+|+,Sheep Farm Super Shot Heal|Trebuchet Super Shot Damage,%|%,0.12|0.14|0.16|0.18,0.07|0.09|0.09|0.09,12500|19600|31600,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm4Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_hogFarm|buildingSpecialAttackModifier_trebuchet,+|+,Sheep Farm Super Shot Heal|Trebuchet Super Shot Damage,%|%,0.12|0.14|0.16|0.18,0.07|0.09|0.09|0.09,12500|19600|31600,monumentHealing,rune_farm_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_hogFarm5,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|buildingHPModifier_stormTower,+|+,Sheep Farm Super Shot Heal|Increase Storm Tower HP,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm5Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_hogFarm|buildingHPModifier_stormTower,+|+,Sheep Farm Super Shot Heal|Increase Storm Tower HP,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_farm_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_hogFarm6,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|buildingSpecialAttackModifier_ballista,+|+,Sheep Farm Super Shot Heal|Ballista Super Shot Damage,%|%,0.12|0.14|0.16|0.18,0.07|0.09|0.09|0.09,12500|19600|31600,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm6Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_hogFarm|buildingSpecialAttackModifier_ballista,+|+,Sheep Farm Super Shot Heal|Ballista Super Shot Damage,%|%,0.12|0.14|0.16|0.18,0.07|0.09|0.09|0.09,12500|19600|31600,monumentHealing,rune_farm_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_hogFarm7,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|buildingHPModifier_mageTower,+|+,Sheep Farm Super Shot Heal|Increase Red Mage Tower HP,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm7Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_hogFarm|buildingHPModifier_mageTower,+|+,Sheep Farm Super Shot Heal|Increase Red Mage Tower HP,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_farm_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_hogFarm8,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|buildingHPModifier_mageBlueTower,+|+,Sheep Farm Super Shot Heal|Increase Blue Mage Tower HP,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm8Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_hogFarm|buildingHPModifier_mageBlueTower,+|+,Sheep Farm Super Shot Heal|Increase Blue Mage Tower HP,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_farm_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_hogFarm9,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_hogFarm|buildingSpecialAttackModifier_woodFarm,+|+,Sheep Farm Super Shot Heal|Lumber Mill Super Shot Heal,%|%,0.12|0.14|0.16|0.18,0.07|0.09|0.09|0.09,12500|19600|31600,monumentHealing,rune_farm_protection_03.png,,
Epic_buildingSpecialAttackModifier_hogFarm9Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_hogFarm|buildingSpecialAttackModifier_woodFarm,+|+,Sheep Farm Super Shot Heal|Lumber Mill Super Shot Heal,%|%,0.12|0.14|0.16|0.18,0.07|0.09|0.09|0.09,12500|19600|31600,monumentHealing,rune_farm_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_lightningTower1,Epic Lightning Striker,monument,normal,,,4,buildingSpecialAttackModifier_lightningTower|buildingAttackModifier_lightningTower,+|+,Lightning Tower Super Shot Damage|Increase Lightning Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentLightning,rune_lightning_damage_03.png,,
Epic_buildingSpecialAttackModifier_lightningTower1Event,Epic Lightning Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_lightningTower|buildingAttackModifier_lightningTower,+|+,Lightning Tower Super Shot Damage|Increase Lightning Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentLightning,rune_rebuchet_projectiles_damage_03.png,,
Epic_buildingSpecialAttackModifier_lumberMill1,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_woodFarm|buildingSpecialAttackModifier_lightningTower,+|+,Lumber Mill Super Shot Heal|Lightning Tower Super Shot Damage,%|%,0.12|0.14|0.16|0.18,0.07|0.09|0.09|0.09,12500|19600|31600,monumentHealing,rune_mill_protection_03.png,,
Epic_buildingSpecialAttackModifier_lumberMill10,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_woodFarm|buildingAttackModifier_lightningTower,+|+,Lumber Mill Super Shot Heal|Increase Lightning Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_mill_protection_03.png,,
Epic_buildingSpecialAttackModifier_lumberMill10Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_woodFarm|buildingAttackModifier_lightningTower,+|+,Lumber Mill Super Shot Heal|Increase Lightning Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_mill_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_lumberMill11,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_woodFarm|buildingAttackModifier_cannonTower,+|+,Lumber Mill Super Shot Heal|Increase Cannon Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_mill_protection_03.png,,
Epic_buildingSpecialAttackModifier_lumberMill11Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_woodFarm|buildingAttackModifier_cannonTower,+|+,Lumber Mill Super Shot Heal|Increase Cannon Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_mill_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_lumberMill12,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_woodFarm|buildingAttackModifier_archerTower,+|+,Lumber Mill Super Shot Heal|Increase Archer Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_mill_protection_03.png,,
Epic_buildingSpecialAttackModifier_lumberMill12Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_woodFarm|buildingAttackModifier_archerTower,+|+,Lumber Mill Super Shot Heal|Increase Archer Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_mill_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_lumberMill13,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_woodFarm|buildingAttackModifier_trebuchet,+|+,Lumber Mill Super Shot Heal|Increase Trebuchet Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_mill_protection_03.png,,
Epic_buildingSpecialAttackModifier_lumberMill13Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_woodFarm|buildingAttackModifier_trebuchet,+|+,Lumber Mill Super Shot Heal|Increase Trebuchet Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_mill_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_lumberMill14,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_woodFarm|buildingAttackModifier_stormTower,+|+,Lumber Mill Super Shot Heal|Increase Storm Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_mill_protection_03.png,,
Epic_buildingSpecialAttackModifier_lumberMill14Event,Epic Healing Striker Glyph,monument,event,,,4,buildingSpecialAttackModifier_woodFarm|buildingAttackModifier_stormTower,+|+,Lumber Mill Super Shot Heal|Increase Storm Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_mill_protection_03_event.png,,
Epic_buildingSpecialAttackModifier_lumberMill15,Epic Healing Striker,monument,normal,,,4,buildingSpecialAttackModifier_woodFarm|buildingAttackModifier_ballista,+|+,Lumber Mill Super Shot Heal|Increase Ballista Tower Attack,%|%,0.12|0.14|0.16|0.18,0.01|0.013|0.017|0.02,12500|19600|31600,monumentHealing,rune_mill_protection_03.png,,
