identifier,possibleOutcomeDistribution,h
deck1174,T3C2HUdragon:32|T3C3HIdragon:2|T3C3SUdragon:2|T4C2HUdragon:4|T4C1HIdragon:1,
deck1175,T3C2SEdragon:34|T3C3SUdragon:2|T4C2SEdragon:5,
deck1176,T3C2HUdragon:32|T3C3SUdragon:2|T4C1SDdragon:3|T4C2HUdragon:4,
deck1177,T3C3WIdragon:31|T3C3SUdragon:2|T4C1WUdragon:5|T4C2WIdragon:2,
deck1178,T3C3SUdragon:4,
deck1179,T3C3HFdragon:27|T3C3SUdragon:2|T4C1HFdragon:4|T4C1SFdragon:4|T4C2HUdragon:4|T4C3SUdragon:1,
deck1180,T3C3SUdragon:27|T4C1SFdragon:4|T4C3WFdragon:4|T4C1WUdragon:5|T4C3SUdragon:1,
deck1181,T3C3SUdragon:36|T4C1SDdragon:3|T4C3SUdragon:1,
deck1182,T3C3SUdragon:35|T4C2HUdragon:4|T4C3SUdragon:1,
deck1183,T3C3SUdragon:26|T4C3WEdragon:4|T4C1WUdragon:5|T4C2SEdragon:5|T4C3SUdragon:1,
deck1184,T3C3SUdragon:34|T4C3SIdragon:5|T4C3SUdragon:1,
deck1185,T3C3SUdragon:34|T4C3SIdragon:5|T4C3SUdragon:1,
deck1186,T3C3SUdragon:27|T4C1SFdragon:4|T4C3WFdragon:4|T4C1WUdragon:5|T4C3SUdragon:1,
deck1187,T3C3SUdragon:27|T4C1HEdragon:4|T4C2HUdragon:4|T4C2SEdragon:5|T4C3SUdragon:1,
deck1188,T3C3SUdragon:28|T4C1SDdragon:3|T4C2WDdragon:4|T4C1WUdragon:5|T4C3SUdragon:1,
deck1189,T3C3WIdragon:26|T3C3SUdragon:2|T4C1WUdragon:5|T4C3SIdragon:5|T4C2WIdragon:2|T4C3SUdragon:1,
deck1190,T3C3SUdragon:35|T4C1SFdragon:4|T4C3SUdragon:1,
deck1191,T4C2HUdragon:39|T4C3SUdragon:1,
deck1192,T4C2HUdragon:29|T4C1HIdragon:1|T4C3SIdragon:5|T4C3SUdragon:1|T5C1HIdragon:4,
deck1193,T4C2HUdragon:39|T4C3SUdragon:1,
deck1194,T4C1SFdragon:24|T4C3WFdragon:4|T4C1WUdragon:5|T4C3SUdragon:1|T5C1SFdragon:4|T5C1WUdragon:4,
deck1195,T4C1SDdragon:39|T4C3SUdragon:1,
deck1196,T4C2SEdragon:39|T4C3SUdragon:1,
deck1197,T4C2WDdragon:30|T4C3SUdragon:1|T5C1WUdragon:4|T5C1WDdragon:3|T5C2SUdragon:3,
deck1198,T4C3SIdragon:36|T4C3SUdragon:1|T5C2SUdragon:3,
deck1199,T4C2HUdragon:33|T4C3SUdragon:1|T5C1SFdragon:4|T5C2SUdragon:3,
deck1200,T4C3SIdragon:27|T4C2WIdragon:2|T4C3SUdragon:1|T5C1WUdragon:4|T5C2SUdragon:3|T5C2WIdragon:3,
deck1201,T4C2SEdragon:33|T4C3SUdragon:1|T5C2SEdragon:4|T5C2SUdragon:3,
deck1202,T4C2HUdragon:33|T4C3SUdragon:1|T5C1SFdragon:4|T5C2SUdragon:3,
deck1203,T4C2HUdragon:29|T4C3HDdragon:5|T4C3SUdragon:1|T5C2SUdragon:3|T5C2HDdragon:3,
deck1204,T4C3WEdragon:26|T4C3SUdragon:1|T5C1WUdragon:4|T5C2SEdragon:4|T5C2SUdragon:3|T5C3WEdragon:3,
deck1205,T4C3SUdragon:34|T5C1SFdragon:4|T5C2SUdragon:3,
deck1206,T4C3SIdragon:33|T4C3SUdragon:1|T5C2SUdragon:3|T5C3SIdragon:3,
deck1207,T4C3SIdragon:27|T4C3SUdragon:1|T5C1WUdragon:4|T5C2SUdragon:3|T5C2WIdragon:3|T5C3SIdragon:3,
deck1208,T4C3HDdragon:28|T4C3SUdragon:1|T5C2SUdragon:3|T5C2HDdragon:3|T5C3HUdragon:3|T5C3SDdragon:3,
deck1209,T2C2HEdragon:25|T2C3WUdragon:4|T2C3WEdragon:4|T3C1WUdragon:3|T3C1WEdragon:2|T3C1HEdragon:2,
deck1210,T2C3SEdragon:34|T2C2HEdragon:4|T3C1HEdragon:2,
deck1211,T2C3HFdragon:34|T2C2HEdragon:4|T3C1HEdragon:2,
deck1212,T2C3HFdragon:22|T2C3SEdragon:4|T2C2HEdragon:4|T2C3SFdragon:4|T3C1SFdragon:4|T3C1HEdragon:2,
deck1213,T2C1HIdragon:26|T2C2HEdragon:4|T2C3HIdragon:4|T3C1HIdragon:4|T3C1HEdragon:2,
deck1214,T2C1WEdragon:28|T2C2HEdragon:4|T2C3WEdragon:4|T3C1WEdragon:2|T3C1HEdragon:2,
deck1215,T2C2HEdragon:32|T2C3WEdragon:4|T3C1WEdragon:2|T3C1HEdragon:2,
deck1216,T2C3HFdragon:23|T2C3SEdragon:4|T2C3SFdragon:4|T3C1SFdragon:4|T3C2SEdragon:3|T3C1HEdragon:2,
deck1217,T2C2HEdragon:30|T2C3HIdragon:4|T3C1HIdragon:4|T3C1HEdragon:2,
deck1218,T2C3WUdragon:27|T2C3WEdragon:4|T3C1WUdragon:3|T3C1WEdragon:2|T3C2HUdragon:2|T3C1HEdragon:2,
deck1219,T2C3SEdragon:25|T2C3HIdragon:4|T3C1HIdragon:4|T3C2SEdragon:3|T3C1SIdragon:2|T3C1HEdragon:2,
deck1220,T2C2HEdragon:38|T3C1HEdragon:2,
deck1221,T2C3SEdragon:31|T2C2HEdragon:4|T3C2SEdragon:3|T3C1HEdragon:2,
deck1222,T2C2HEdragon:36|T3C2HUdragon:2|T3C1HEdragon:2,
deck1223,T2C3HFdragon:26|T2C2HEdragon:4|T2C3WEdragon:4|T3C1WEdragon:2|T3C1HEdragon:2|T3C2WFdragon:2,
deck1224,T2C3SEdragon:31|T3C2SEdragon:3|T3C2HUdragon:2|T3C1HEdragon:2|T3C3SUdragon:2,
deck1225,T2C3HFdragon:35|T3C3HFdragon:3|T3C1HEdragon:2,
deck1226,T2C3WEdragon:27|T3C1HIdragon:4|T3C3WIdragon:3|T3C1WEdragon:2|T3C3HIdragon:2|T3C1HEdragon:2,
deck1227,T2C3HIdragon:32|T3C1HIdragon:4|T3C3HIdragon:2|T3C1HEdragon:2,
deck1228,T2C3SEdragon:24|T2C3SFdragon:4|T3C1SFdragon:4|T3C2SEdragon:3|T3C3HFdragon:3|T3C1HEdragon:2,
deck1229,T2C3HIdragon:32|T3C1HIdragon:4|T3C3HIdragon:2|T3C1HEdragon:2,
deck1230,T2C3WUdragon:27|T2C3WEdragon:4|T3C1WUdragon:3|T3C1WEdragon:2|T3C2HUdragon:2|T3C1HEdragon:2,
deck1231,T2C3SEdragon:35|T3C2SEdragon:3|T3C1HEdragon:2,
deck1232,T3C1HEdragon:4,
deck1233,T2C3HFdragon:35|T3C3HFdragon:3|T3C1HEdragon:2,
deck1234,T3C3WIdragon:29|T3C1WEdragon:2|T3C3HIdragon:2|T3C1HEdragon:2|T4C1HEdragon:4|T4C1HIdragon:1,
deck1235,T3C2SEdragon:34|T3C1HEdragon:2|T4C1HEdragon:4,
deck1236,T3C2HUdragon:34|T3C1HEdragon:2|T4C1HEdragon:4,
deck1237,T3C1WEdragon:34|T3C1HEdragon:2|T4C1HEdragon:4,
deck1238,T3C2SEdragon:29|T3C1SIdragon:2|T3C3HIdragon:2|T3C1HEdragon:2|T4C1HEdragon:4|T4C1HIdragon:1,
deck1239,T3C3HFdragon:26|T3C1WEdragon:2|T3C1HEdragon:2|T3C2WFdragon:2|T4C1HFdragon:4|T4C1HEdragon:4,
deck1240,T3C1HEdragon:36|T4C1HEdragon:4,
deck1241,T3C2SEdragon:30|T3C2HUdragon:2|T3C1HEdragon:2|T3C3SUdragon:2|T4C1HEdragon:4,
deck1242,T3C1WEdragon:34|T3C1HEdragon:2|T4C1HEdragon:4,
deck1243,T3C2HUdragon:28|T4C1HEdragon:4|T4C2HUdragon:4|T4C1WUdragon:5,
deck1244,T4C1HEdragon:4,
deck1245,T4C1HEdragon:36|T4C2WDdragon:4,
deck1246,T3C2SEdragon:22|T3C3HFdragon:3|T4C1HFdragon:4|T4C1HEdragon:4|T4C1SFdragon:4|T4C2SEdragon:5,
deck1247,T3C3HIdragon:35|T4C1HEdragon:4|T4C1HIdragon:1,
deck1248,T3C2SEdragon:32|T4C1HEdragon:4|T4C2SEdragon:5,
deck1249,T4C1HEdragon:4,
deck1250,T3C3WIdragon:31|T3C3HIdragon:2|T4C1HEdragon:4|T4C1HIdragon:1|T4C2WIdragon:2,
deck1251,T3C2SEdragon:24|T3C2HUdragon:2|T3C3SUdragon:2|T4C1HEdragon:4|T4C2HUdragon:4|T4C2SEdragon:5,
deck1252,T3C3HFdragon:33|T4C1HFdragon:4|T4C1HEdragon:4,
deck1253,T3C3HFdragon:26|T4C1HFdragon:4|T4C1HEdragon:4|T4C3WEdragon:4|T4C3WFdragon:4,
deck1254,T4C1SDdragon:27|T4C1HEdragon:4|T4C2SEdragon:5|T4C3HDdragon:5,
deck1255,T4C1HEdragon:36|T4C2HUdragon:4,
deck1256,T4C1HEdragon:36|T4C3WEdragon:4,
deck1257,T3C3HIdragon:26|T4C1HEdragon:4|T4C1HIdragon:1|T4C2SEdragon:5|T4C3SIdragon:5,
deck1258,T3C3HIdragon:26|T4C1HEdragon:4|T4C1HIdragon:1|T4C2SEdragon:5|T4C3SIdragon:5,
deck1259,T3C3HFdragon:26|T4C1HFdragon:4|T4C1HEdragon:4|T4C3WEdragon:4|T4C3WFdragon:4,
deck1260,T4C1HEdragon:4,
deck1261,T4C1HEdragon:28|T4C2WDdragon:4|T4C3WEdragon:4|T4C3HDdragon:5,
deck1262,T3C3WIdragon:27|T3C3HIdragon:2|T4C1HEdragon:4|T4C3WEdragon:4|T4C1HIdragon:1|T4C2WIdragon:2,
deck1263,T3C3HFdragon:25|T4C1HFdragon:4|T4C1HEdragon:4|T4C1SFdragon:4|T4C2SEdragon:5,
deck1264,T4C1HEdragon:34|T4C2HUdragon:4|T5C1HEdragon:3,
deck1265,T4C1HEdragon:32|T4C1HIdragon:1|T5C1HIdragon:4|T5C1HEdragon:3,
deck1266,T4C1HEdragon:34|T4C2HUdragon:4|T5C1HEdragon:3,
deck1267,T4C1HFdragon:27|T4C1HEdragon:4|T4C3WEdragon:4|T4C3WFdragon:4|T5C1HEdragon:3,
deck1268,T4C1SDdragon:25|T4C1HEdragon:4|T4C2SEdragon:5|T4C3HDdragon:5|T5C1HEdragon:3,
deck1269,T4C1HEdragon:33|T4C2SEdragon:5|T5C1HEdragon:3,
deck1270,T4C2WDdragon:24|T4C3WEdragon:4|T4C3HDdragon:5|T5C1WDdragon:3|T5C1HEdragon:3|T5C2HDdragon:3,
deck1271,T4C2SEdragon:26|T4C3SIdragon:5|T5C1HIdragon:4|T5C2SEdragon:4|T5C1HEdragon:3,
deck1272,T5C1HEdragon:4,
deck1273,T4C3WEdragon:29|T4C2WIdragon:2|T5C1HIdragon:4|T5C2WIdragon:3|T5C1HEdragon:3,
deck1274,T4C2SEdragon:34|T5C2SEdragon:4|T5C1HEdragon:3,
deck1275,T5C1HEdragon:4,
deck1276,T4C3HDdragon:35|T5C1HEdragon:3|T5C2HDdragon:3,
deck1277,T4C3WEdragon:35|T5C1HEdragon:3|T5C3WEdragon:3,
deck1278,T5C1SFdragon:31|T5C2SEdragon:4|T5C3HFdragon:3|T5C1HEdragon:3,
deck1279,T4C3SIdragon:28|T5C1HIdragon:4|T5C2SEdragon:4|T5C1HEdragon:3|T5C3SIdragon:3,
deck1280,T4C3WEdragon:28|T5C1HIdragon:4|T5C2WIdragon:3|T5C1HEdragon:3|T5C3WEdragon:3,
deck1281,T4C3HDdragon:35|T5C1HEdragon:3|T5C2HDdragon:3,
deck1282,T2C3SEdragon:24|T2C3WUdragon:4|T2C3WEdragon:4|T3C1WUdragon:3|T3C2SEdragon:3|T3C1WEdragon:2,
deck1283,T2C3HFdragon:29|T2C3WUdragon:4|T3C1WUdragon:3|T3C2HUdragon:2|T3C2WFdragon:2,
deck1284,T2C2SUdragon:23|T2C3SFdragon:4|T2C3WUdragon:4|T3C1SFdragon:4|T3C1WUdragon:3|T3C2WFdragon:2,
deck1285,T2C2WIdragon:23|T2C3HIdragon:4|T2C3WUdragon:4|T3C1HIdragon:4|T3C1WUdragon:3|T3C2HUdragon:2,
deck1286,T2C3WUdragon:31|T2C3WEdragon:4|T3C1WUdragon:3|T3C1WEdragon:2,
deck1287,T2C3WUdragon:31|T2C3WEdragon:4|T3C1WUdragon:3|T3C1WEdragon:2,
deck1288,T2C2SUdragon:23|T2C3SFdragon:4|T2C3WUdragon:4|T3C1SFdragon:4|T3C1WUdragon:3|T3C2WFdragon:2,
deck1289,T2C2WIdragon:23|T2C3HIdragon:4|T2C3WUdragon:4|T3C1HIdragon:4|T3C1WUdragon:3|T3C2HUdragon:2,
deck1290,T2C3WUdragon:37|T3C1WUdragon:3,
deck1291,T2C2SUdragon:27|T2C2WIdragon:4|T2C3WUdragon:4|T3C1WUdragon:3|T3C1SIdragon:2,
deck1292,T2C3WUdragon:27|T2C3WEdragon:4|T3C1WUdragon:3|T3C1WEdragon:2|T3C2HUdragon:2|T3C1HEdragon:2,
deck1293,T2C3SEdragon:27|T2C3WUdragon:4|T3C1WUdragon:3|T3C2SEdragon:3|T3C1WEdragon:2|T3C3SUdragon:2,
deck1294,T2C3WUdragon:35|T3C1WUdragon:3|T3C2HUdragon:2,
deck1295,T2C3WUdragon:35|T3C1WUdragon:3|T3C2WFdragon:2,
deck1296,T2C3WUdragon:36|T3C1WUdragon:3|T3C3SUdragon:2,
deck1297,T2C3HFdragon:26|T2C3WUdragon:4|T3C1WUdragon:3|T3C3HFdragon:3|T3C2HUdragon:2|T3C2WFdragon:2,
deck1298,T2C3WUdragon:34|T3C1WUdragon:3|T3C3WIdragon:3,
deck1299,T2C3HIdragon:27|T3C1HIdragon:4|T3C1WUdragon:3|T3C3WIdragon:3|T3C2HUdragon:2|T3C3HIdragon:2,
deck1300,T3C1SFdragon:25|T3C1WUdragon:3|T3C2WFdragon:2|T3C3SUdragon:2|T4C1SFdragon:4|T4C1WUdragon:5,
deck1301,T3C1HIdragon:27|T3C3WIdragon:3|T3C2HUdragon:2|T3C3HIdragon:2|T4C1HIdragon:1|T4C1WUdragon:5,
deck1302,T3C1WUdragon:35|T4C1WUdragon:5,
deck1303,T3C1WUdragon:31|T3C3SUdragon:2|T4C1SDdragon:3|T4C1WUdragon:5,
deck1304,T3C1WUdragon:25|T3C1WEdragon:2|T3C2HUdragon:2|T3C1HEdragon:2|T4C1HEdragon:4|T4C1WUdragon:5,
deck1305,T3C1WUdragon:25|T3C3HFdragon:3|T3C2HUdragon:2|T3C2WFdragon:2|T4C1HFdragon:4|T4C1WUdragon:5,
deck1306,T3C1WUdragon:33|T3C3WIdragon:3|T4C1WUdragon:5,
deck1307,T3C1WUdragon:29|T3C2SEdragon:3|T3C1WEdragon:2|T3C3SUdragon:2|T4C1WUdragon:5,
deck1308,T3C1WUdragon:33|T3C2HUdragon:2|T4C1WUdragon:5,
deck1309,T3C1WUdragon:35|T4C1WUdragon:5,
deck1310,T3C3WIdragon:31|T3C3SUdragon:2|T4C1WUdragon:5|T4C2WIdragon:2,
deck1311,T3C2WFdragon:35|T4C1WUdragon:5,
deck1312,T3C2HUdragon:28|T4C2HUdragon:4|T4C2WDdragon:4|T4C1WUdragon:5,
deck1313,T3C3SUdragon:35|T4C1WUdragon:5,
deck1314,T4C1WUdragon:4,
deck1315,T4C1WUdragon:4,
deck1316,T3C2HUdragon:28|T4C1HEdragon:4|T4C2HUdragon:4|T4C1WUdragon:5,
deck1317,T4C2WDdragon:35|T4C1WUdragon:5,
deck1318,T3C2WFdragon:30|T3C3SUdragon:2|T4C1SFdragon:4|T4C1WUdragon:5,
deck1319,T3C3WIdragon:26|T3C3HIdragon:2|T4C2HUdragon:4|T4C1HIdragon:1|T4C1WUdragon:5|T4C2WIdragon:2,
deck1320,T3C3SUdragon:26|T4C3WEdragon:4|T4C1WUdragon:5|T4C2SEdragon:5|T4C3SUdragon:1,
deck1321,T4C2HUdragon:27|T4C2WDdragon:4|T4C1WUdragon:5|T4C3HDdragon:5,
deck1322,T3C3WIdragon:33|T4C1WUdragon:5|T4C2WIdragon:2,
deck1323,T3C3SUdragon:34|T4C1WUdragon:5|T4C3SUdragon:1,
deck1324,T3C3HFdragon:25|T4C1HFdragon:4|T4C2HUdragon:4|T4C3WFdragon:4|T4C1WUdragon:5,
deck1325,T4C3WFdragon:35|T4C1WUdragon:5,
deck1326,T3C3SUdragon:28|T4C1SDdragon:3|T4C2WDdragon:4|T4C1WUdragon:5|T4C3SUdragon:1,
deck1327,T4C2HUdragon:35|T4C1WUdragon:5,
deck1328,T4C3WEdragon:35|T4C1WUdragon:5,
deck1329,T3C3WIdragon:26|T3C3SUdragon:2|T4C1WUdragon:5|T4C3SIdragon:5|T4C2WIdragon:2|T4C3SUdragon:1,
deck1330,T4C1WUdragon:28|T4C3SIdragon:5|T4C2WIdragon:2|T4C3SUdragon:1|T5C1WUdragon:4,
deck1331,T4C3WFdragon:32|T4C1WUdragon:5|T5C1WUdragon:4,
deck1332,T4C1HEdragon:22|T4C2HUdragon:4|T4C3WEdragon:4|T4C1WUdragon:5|T5C1WUdragon:4|T5C1HEdragon:3,
deck1333,T4C2WDdragon:29|T4C1WUdragon:5|T5C1WUdragon:4|T5C1WDdragon:3,
deck1334,T4C1WUdragon:34|T4C2WIdragon:2|T5C1WUdragon:4,
deck1335,T4C1SFdragon:24|T4C3WFdragon:4|T4C1WUdragon:5|T4C3SUdragon:1|T5C1SFdragon:4|T5C1WUdragon:4,
deck1336,T4C2HUdragon:32|T4C1WUdragon:5|T5C1WUdragon:4,
deck1337,T4C2HUdragon:28|T4C2WIdragon:2|T5C1HIdragon:4|T5C1WUdragon:4|T5C2WIdragon:3,
deck1338,T4C2HUdragon:36|T5C1WUdragon:4,
deck1339,T4C3WFdragon:36|T5C1WUdragon:4,
deck1340,T4C2WDdragon:30|T4C3SUdragon:1|T5C1WUdragon:4|T5C1WDdragon:3|T5C2SUdragon:3,
deck1341,T4C3WEdragon:24|T4C2SEdragon:5|T4C3SUdragon:1|T5C1WUdragon:4|T5C2SEdragon:4|T5C2SUdragon:3,
deck1342,T4C2WDdragon:34|T5C1WUdragon:4|T5C1WDdragon:3,
deck1343,T4C3SIdragon:27|T4C2WIdragon:2|T4C3SUdragon:1|T5C1WUdragon:4|T5C2SUdragon:3|T5C2WIdragon:3,
deck1344,T4C2HUdragon:33|T4C3WFdragon:4|T5C1WUdragon:4,
deck1345,T5C1WUdragon:37|T5C2WIdragon:3,
deck1346,T4C3WEdragon:26|T4C3SUdragon:1|T5C1WUdragon:4|T5C2SEdragon:4|T5C2SUdragon:3|T5C3WEdragon:3,
deck1347,T4C3WFdragon:28|T5C1WUdragon:4|T5C3HFdragon:3|T5C3HUdragon:3|T5C3WFdragon:3,
deck1348,T4C3HDdragon:28|T5C1WUdragon:4|T5C1WDdragon:3|T5C2HDdragon:3|T5C3HUdragon:3,
deck1349,T4C3WEdragon:34|T5C1WUdragon:4|T5C3WEdragon:3,
deck1350,T4C3WFdragon:26|T4C3SUdragon:1|T5C1SFdragon:4|T5C1WUdragon:4|T5C2SUdragon:3|T5C3WFdragon:3,
deck1351,T4C3SIdragon:27|T4C3SUdragon:1|T5C1WUdragon:4|T5C2SUdragon:3|T5C2WIdragon:3|T5C3SIdragon:3,
deck1352,T5C1WUdragon:37|T5C2WIdragon:3,
deck1353,T4C3HDdragon:28|T5C1WUdragon:4|T5C1WDdragon:3|T5C2HDdragon:3|T5C3HUdragon:3,
deck1354,T2C3HFdragon:23|T2C3SEdragon:4|T2C3SFdragon:4|T3C1SFdragon:4|T3C2SEdragon:3|T3C1HEdragon:2,
deck1355,T2C3SEdragon:29|T2C3SFdragon:4|T3C1SFdragon:4|T3C2SEdragon:3,
deck1356,T2C3SEdragon:25|T2C3HIdragon:4|T3C1HIdragon:4|T3C2SEdragon:3|T3C1SIdragon:2|T3C1HEdragon:2,
deck1357,T2C3SEdragon:31|T2C3WEdragon:4|T3C2SEdragon:3|T3C1WEdragon:2,
deck1358,T2C3SEdragon:31|T2C3WEdragon:4|T3C2SEdragon:3|T3C1WEdragon:2,
deck1359,T2C3SEdragon:29|T2C3SFdragon:4|T3C1SFdragon:4|T3C2SEdragon:3,
deck1360,T2C3SEdragon:25|T2C3HIdragon:4|T3C1HIdragon:4|T3C2SEdragon:3|T3C1SIdragon:2|T3C1HEdragon:2,
deck1361,T2C3SEdragon:24|T2C3WUdragon:4|T2C3WEdragon:4|T3C1WUdragon:3|T3C2SEdragon:3|T3C1WEdragon:2,
deck1362,T2C3SEdragon:35|T3C2SEdragon:3|T3C1SIdragon:2,
deck1363,T2C3SEdragon:31|T2C2HEdragon:4|T3C2SEdragon:3|T3C1HEdragon:2,
deck1364,T2C3SEdragon:37|T3C2SEdragon:3,
deck1365,T2C3SEdragon:31|T3C2SEdragon:3|T3C2HUdragon:2|T3C1HEdragon:2|T3C3SUdragon:2,
deck1366,T2C3SEdragon:25|T2C3WEdragon:4|T3C1SFdragon:4|T3C2SEdragon:3|T3C1WEdragon:2|T3C2WFdragon:2,
deck1367,T2C3SEdragon:36|T3C2SEdragon:3|T3C3SUdragon:2,
deck1368,T2C3HFdragon:24|T2C3SEdragon:4|T3C1SFdragon:4|T3C2SEdragon:3|T3C3HFdragon:3|T3C1HEdragon:2,
deck1369,T2C3SEdragon:26|T2C3WEdragon:4|T3C2SEdragon:3|T3C3WIdragon:3|T3C1SIdragon:2|T3C1WEdragon:2,
deck1370,T2C3HIdragon:27|T3C1HIdragon:4|T3C2SEdragon:3|T3C1SIdragon:2|T3C3HIdragon:2|T3C1HEdragon:2,
deck1371,T3C1SFdragon:34|T3C2SEdragon:3|T4C1SFdragon:4,
deck1372,T3C1HIdragon:28|T3C2SEdragon:3|T3C3HIdragon:2|T3C1HEdragon:2|T4C1HEdragon:4|T4C1HIdragon:1,
deck1373,T3C1WUdragon:29|T3C2SEdragon:3|T3C1WEdragon:2|T3C3SUdragon:2|T4C1WUdragon:5,
deck1374,T3C2SEdragon:37|T4C1SDdragon:3,
deck1375,T3C2SEdragon:34|T3C1HEdragon:2|T4C1HEdragon:4,
deck1376,T3C2SEdragon:24|T3C3HFdragon:3|T3C1HEdragon:2|T4C1HFdragon:4|T4C1HEdragon:4|T4C1SFdragon:4,
deck1377,T3C2SEdragon:33|T3C3WIdragon:3|T3C1SIdragon:2|T3C1WEdragon:2,
deck1378,T3C2SEdragon:4,
deck1379,T3C2SEdragon:30|T3C2HUdragon:2|T3C1HEdragon:2|T3C3SUdragon:2|T4C1HEdragon:4,
deck1380,T3C2SEdragon:35|T3C1WEdragon:2|T4C1SDdragon:3,
deck1381,T3C2SEdragon:35|T4C2SEdragon:5,
deck1382,T3C2SEdragon:30|T3C2WFdragon:2|T4C1SFdragon:4|T4C2SEdragon:5,
deck1383,T3C2SEdragon:29|T4C1SDdragon:3|T4C1HEdragon:4|T4C2SEdragon:5,
deck1384,T3C2SEdragon:34|T3C3SUdragon:2|T4C2SEdragon:5,
deck1385,T3C2SEdragon:35|T4C2SEdragon:5,
deck1386,T3C2SEdragon:29|T3C3SUdragon:2|T4C1WUdragon:5|T4C2SEdragon:5,
deck1387,T3C2SEdragon:32|T4C1HEdragon:4|T4C2SEdragon:5,
deck1388,T3C2SEdragon:29|T4C1SDdragon:3|T4C2WDdragon:4|T4C2SEdragon:5,
deck1389,T3C2SEdragon:32|T4C1SFdragon:4|T4C2SEdragon:5,
deck1390,T3C2SEdragon:29|T3C3HIdragon:2|T4C1HEdragon:4|T4C1HIdragon:1|T4C2SEdragon:5,
deck1391,T4C2SEdragon:4,
deck1392,T4C1SDdragon:27|T4C1HEdragon:4|T4C2SEdragon:5|T4C3HDdragon:5,
deck1393,T3C3WIdragon:25|T4C3WEdragon:4|T4C2SEdragon:5|T4C3SIdragon:5|T4C2WIdragon:2,
deck1394,T3C3SUdragon:34|T4C2SEdragon:5|T4C3SUdragon:1,
deck1395,T3C3HFdragon:25|T4C1HFdragon:4|T4C1HEdragon:4|T4C1SFdragon:4|T4C2SEdragon:5,
deck1396,T4C1SFdragon:28|T4C3WEdragon:4|T4C3WFdragon:4|T4C2SEdragon:5,
deck1397,T4C1SDdragon:35|T4C2SEdragon:5,
deck1398,T3C3SUdragon:27|T4C1HEdragon:4|T4C2HUdragon:4|T4C2SEdragon:5|T4C3SUdragon:1,
deck1399,T4C3WEdragon:35|T4C2SEdragon:5,
deck1400,T4C2SEdragon:35|T4C3SIdragon:5,
deck1401,T4C2SEdragon:35|T4C3SIdragon:5,
deck1402,T4C1SFdragon:25|T4C3WEdragon:4|T4C3WFdragon:4|T4C2SEdragon:5|T5C1SFdragon:4,
deck1403,T4C1HEdragon:33|T4C2SEdragon:5|T5C1HEdragon:3,
deck1404,T4C1SDdragon:25|T4C2WDdragon:4|T4C3WEdragon:4|T4C2SEdragon:5|T5C1WDdragon:3,
deck1405,T4C3WEdragon:28|T4C2SEdragon:5|T4C3SIdragon:5|T4C2WIdragon:2,
deck1406,T4C1SFdragon:32|T4C2SEdragon:5|T5C1SFdragon:4,
deck1407,T4C1HEdragon:28|T4C2HUdragon:4|T4C2SEdragon:5|T4C3SUdragon:1|T5C1HEdragon:3,
deck1408,T4C2SEdragon:26|T4C3SIdragon:5|T5C1HIdragon:4|T5C2SEdragon:4|T5C1HEdragon:3,
deck1409,T4C2HUdragon:25|T4C2SEdragon:5|T4C3SUdragon:1|T5C2SEdragon:4|T5C2SUdragon:3|T5C1HEdragon:3,
deck1410,T4C3WEdragon:25|T4C3WFdragon:4|T4C2SEdragon:5|T5C1SFdragon:4|T5C2SEdragon:4,
deck1411,T4C2SEdragon:36|T5C2SEdragon:4,
deck1412,T4C2SEdragon:36|T5C2SEdragon:4,
deck1413,T4C2WDdragon:25|T4C3WEdragon:4|T4C2SEdragon:5|T5C2SEdragon:4|T5C1WDdragon:3,
deck1414,T4C2SEdragon:32|T4C3SIdragon:5|T5C2SEdragon:4,
deck1415,T4C2SEdragon:30|T5C1SFdragon:4|T5C2SEdragon:4|T5C1HEdragon:3,
deck1416,T4C3WEdragon:24|T4C3SIdragon:5|T5C2SEdragon:4|T5C2WIdragon:3|T5C3SIdragon:3|T5C3WEdragon:3,
deck1417,T5C2SEdragon:4,
deck1418,T5C1SFdragon:31|T5C2SEdragon:4|T5C3HFdragon:3|T5C1HEdragon:3,
deck1419,T4C3HDdragon:28|T5C2SEdragon:4|T5C1HEdragon:3|T5C2HDdragon:3|T5C3SDdragon:3,
deck1420,T4C3WEdragon:34|T5C2SEdragon:4|T5C3WEdragon:3,
deck1421,T5C1SFdragon:36|T5C2SEdragon:4,
deck1422,T4C3SIdragon:34|T5C2SEdragon:4|T5C3SIdragon:3,
deck1423,T4C3WEdragon:24|T4C3SIdragon:5|T5C2SEdragon:4|T5C2WIdragon:3|T5C3SIdragon:3|T5C3WEdragon:3,
deck1424,T4C3HDdragon:28|T5C2SEdragon:4|T5C1HEdragon:3|T5C2HDdragon:3|T5C3SDdragon:3,
deck1425,T2C3HFdragon:32|T2C3SFdragon:4|T3C1SFdragon:4,
deck1426,T2C3HFdragon:32|T2C3HIdragon:4|T3C1HIdragon:4,
deck1427,T2C3HFdragon:26|T2C2HEdragon:4|T2C3WEdragon:4|T3C1WEdragon:2|T3C1HEdragon:2|T3C2WFdragon:2,
deck1428,T2C3HFdragon:26|T2C2HEdragon:4|T2C3WEdragon:4|T3C1WEdragon:2|T3C1HEdragon:2|T3C2WFdragon:2,
deck1429,T2C3HFdragon:32|T2C3SFdragon:4|T3C1SFdragon:4,
