identifier,inBundle,initialAmount,defaultMinAmount,defaultMaxAmount,isStoredInStorage,menuSortOrder,displaySingular,displayPlural,logEarnings,sceneFile,grayscaleImageFilename,coloredImageFilename,eggFragmentImageFilename,findMoreDisplayText,componentRewardBuildsText,currencyCategory,h
E19Q2MythicInvokerDragonSapphireStone,0,0,0,1,0,0,Namaka Sapphire Evolution Stone,Namaka Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q2MythicInvokerDragonGarnetStone,0,0,0,1,0,0,Namaka Garnet Evolution Stone,Namaka Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q2MythicInvokerDragonEmeraldStone,0,0,0,1,0,0,Namaka Emerald Evolution Stone,Namaka Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q2MythicInvokerDragonObsidianStone,0,0,0,1,0,0,Namaka Obsidian Evolution Stone,Namaka Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q2MythicInvokerDragonHarbingerStone,0,0,0,1,0,0,Namaka Harbinger Evolution Stone,Namaka Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q2MythicInvokerDragonVanguardStone,0,0,0,1,0,0,Namaka Vanguard Evolution Stone,Namaka Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q2MythicInvokerDragonEmpyreanStone,0,0,0,1,0,0,Namaka Empyrean Evolution Stone,Namaka Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q2MythicInvokerDragonAbyssalStone,0,0,0,1,0,0,Namaka Abyssal Evolution Stone,Namaka Abyssal Evolution Stone,1,,,icon_evolution_stone_abyssal.png,,,,Evolution Stones,
summerkaiSigil,0,0,0,100000000,0,0,Summerkai Sigil,Summerkai Sigil,1,,,icon_coinSummer19.png,,,,Events,
summerkaiSeasonKey,0,0,0,10,0,0,Summerkai Season Key,Summerkai Season Key,1,,,icon_spring_season_key.png,,,,Events,
invokerRaffle,0,0,0,100000000,0,0,Invoker Raffle,Invoker Raffle,1,,,icon_raffle.png,,,,none,
atlasSummerkaiBadge,0,0,0,100000000,0,0,Atlas Summerkai Badge,Atlas Summerkai Badges,1,,,icon_atlas_sigil.png,,,,Events,
atlasSummerkaiChest,0,0,0,100000000,0,0,Atlas Summerkai Chest,Atlas Summerkai Chest,1,,,icon_atlas_chestSigil.png,,,,Events,
E19Q3DiscountDragonGreenStone,0,0,0,1,0,0,Hyaku Green Evolution Stone,Hyaku Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q3DiscountDragonGoldStone,0,0,0,1,0,0,Hyaku Gold Evolution Stone,Hyaku Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q3DiscountDragonPlatinumStone,0,0,0,1,0,0,Hyaku Platinum Evolution Stone,Hyaku Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q3DiscountDragonSapphireStone,0,0,0,1,0,0,Hyaku Sapphire Evolution Stone,Hyaku Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q3DiscountDragonGarnetStone,0,0,0,1,0,0,Hyaku Garnet Evolution Stone,Hyaku Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q3DiscountDragonEmeraldStone,0,0,0,1,0,0,Hyaku Emerald Evolution Stone,Hyaku Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q3DiscountDragonObsidianStone,0,0,0,1,0,0,Hyaku Obsidian Evolution Stone,Hyaku Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q3DiscountDragonHarbingerStone,0,0,0,1,0,0,Hyaku Harbinger Evolution Stone,Hyaku Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q3DiscountDragonVanguardStone,0,0,0,1,0,0,Hyaku Vanguard Evolution Stone,Hyaku Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q3DiscountDragonEmpyreanStone,0,0,0,1,0,0,Hyaku Empyrean Evolution Stone,Hyaku Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q3DiscountDragonAbyssalStone,0,0,0,1,0,0,Hyaku Abyssal Evolution Stone,Hyaku Abyssal Evolution Stone,1,,,icon_evolution_stone_abyssal.png,,,,Evolution Stones,
E19Q3InvokerDragonGreenStone,0,0,0,1,0,0,Sho'groth Green Evolution Stone,Sho'groth Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q3InvokerDragonGoldStone,0,0,0,1,0,0,Sho'groth Gold Evolution Stone,Sho'groth Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q3InvokerDragonPlatinumStone,0,0,0,1,0,0,Sho'groth Platinum Evolution Stone,Sho'groth Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q3InvokerDragonSapphireStone,0,0,0,1,0,0,Sho'groth Sapphire Evolution Stone,Sho'groth Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q3InvokerDragonGarnetStone,0,0,0,1,0,0,Sho'groth Garnet Evolution Stone,Sho'groth Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q3InvokerDragonEmeraldStone,0,0,0,1,0,0,Sho'groth Emerald Evolution Stone,Sho'groth Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q3InvokerDragonObsidianStone,0,0,0,1,0,0,Sho'groth Obsidian Evolution Stone,Sho'groth Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q3InvokerDragonHarbingerStone,0,0,0,1,0,0,Sho'groth Harbinger Evolution Stone,Sho'groth Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q3InvokerDragonVanguardStone,0,0,0,1,0,0,Sho'groth Vanguard Evolution Stone,Sho'groth Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q3InvokerDragonEmpyreanStone,0,0,0,1,0,0,Sho'groth Empyrean Evolution Stone,Sho'groth Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q3InvokerDragonAbyssalStone,0,0,0,1,0,0,Sho'groth Abyssal Evolution Stone,Sho'groth Abyssal Evolution Stone,1,,,icon_evolution_stone_abyssal.png,,,,Evolution Stones,
E19Q3MythicWarriorDragonGreenStone,0,0,0,1,0,0,Gig Green Evolution Stone,Gig Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q3MythicWarriorDragonGoldStone,0,0,0,1,0,0,Gig Gold Evolution Stone,Gig Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q3MythicWarriorDragonPlatinumStone,0,0,0,1,0,0,Gig Platinum Evolution Stone,Gig Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q3MythicWarriorDragonSapphireStone,0,0,0,1,0,0,Gig Sapphire Evolution Stone,Gig Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q3MythicWarriorDragonGarnetStone,0,0,0,1,0,0,Gig Garnet Evolution Stone,Gig Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q3MythicWarriorDragonEmeraldStone,0,0,0,1,0,0,Gig Emerald Evolution Stone,Gig Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q3MythicWarriorDragonObsidianStone,0,0,0,1,0,0,Gig Obsidian Evolution Stone,Gig Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q3MythicWarriorDragonHarbingerStone,0,0,0,1,0,0,Gig Harbinger Evolution Stone,Gig Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q3MythicWarriorDragonVanguardStone,0,0,0,1,0,0,Gig Vanguard Evolution Stone,Gig Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q3MythicWarriorDragonEmpyreanStone,0,0,0,1,0,0,Gig Empyrean Evolution Stone,Gig Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q3MythicWarriorDragonAbyssalStone,0,0,0,1,0,0,Gig Abyssal Evolution Stone,Gig Abyssal Evolution Stone,1,,,icon_evolution_stone_abyssal.png,,,,Evolution Stones,
E19Q3MythicHunterDragonGreenStone,0,0,0,1,0,0,Narlyth Green Evolution Stone,Narlyth Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q3MythicHunterDragonGoldStone,0,0,0,1,0,0,Narlyth Gold Evolution Stone,Narlyth Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q3MythicHunterDragonPlatinumStone,0,0,0,1,0,0,Narlyth Platinum Evolution Stone,Narlyth Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q3MythicHunterDragonSapphireStone,0,0,0,1,0,0,Narlyth Sapphire Evolution Stone,Narlyth Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q3MythicHunterDragonGarnetStone,0,0,0,1,0,0,Narlyth Garnet Evolution Stone,Narlyth Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q3MythicHunterDragonEmeraldStone,0,0,0,1,0,0,Narlyth Emerald Evolution Stone,Narlyth Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q3MythicHunterDragonObsidianStone,0,0,0,1,0,0,Narlyth Obsidian Evolution Stone,Narlyth Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q3MythicHunterDragonHarbingerStone,0,0,0,1,0,0,Narlyth Harbinger Evolution Stone,Narlyth Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q3MythicHunterDragonVanguardStone,0,0,0,1,0,0,Narlyth Vanguard Evolution Stone,Narlyth Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q3MythicHunterDragonEmpyreanStone,0,0,0,1,0,0,Narlyth Empyrean Evolution Stone,Narlyth Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q3MythicHunterDragonAbyssalStone,0,0,0,1,0,0,Narlyth Abyssal Evolution Stone,Narlyth Abyssal Evolution Stone,1,,,icon_evolution_stone_abyssal.png,,,,Evolution Stones,
E19Q3HunterDragonGreenStone,0,0,0,1,0,0,Kullecid Green Evolution Stone,Kullecid Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q3HunterDragonGoldStone,0,0,0,1,0,0,Kullecid Gold Evolution Stone,Kullecid Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q3HunterDragonPlatinumStone,0,0,0,1,0,0,Kullecid Platinum Evolution Stone,Kullecid Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q3HunterDragonSapphireStone,0,0,0,1,0,0,Kullecid Sapphire Evolution Stone,Kullecid Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q3HunterDragonGarnetStone,0,0,0,1,0,0,Kullecid Garnet Evolution Stone,Kullecid Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q3HunterDragonEmeraldStone,0,0,0,1,0,0,Kullecid Emerald Evolution Stone,Kullecid Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q3HunterDragonObsidianStone,0,0,0,1,0,0,Kullecid Obsidian Evolution Stone,Kullecid Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q3HunterDragonHarbingerStone,0,0,0,1,0,0,Kullecid Harbinger Evolution Stone,Kullecid Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q3HunterDragonVanguardStone,0,0,0,1,0,0,Kullecid Vanguard Evolution Stone,Kullecid Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q3HunterDragonEmpyreanStone,0,0,0,1,0,0,Kullecid Empyrean Evolution Stone,Kullecid Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q3HunterDragonAbyssalStone,0,0,0,1,0,0,Kullecid Abyssal Evolution Stone,Kullecid Abyssal Evolution Stone,1,,,icon_evolution_stone_abyssal.png,,,,Evolution Stones,
E19Q3FestiveDragonPurpleStone,0,0,0,1,0,0,Kathool Purple Evolution Stone,Kathool Purple Evolution Stone,1,,,icon_evolution_stone_purple.png,,,,Evolution Stones,
E19Q3FestiveDragonBlueStone,0,0,0,1,0,0,Kathool Blue Evolution Stone,Kathool Blue Evolution Stone,1,,,icon_evolution_stone_blue.png,,,,Evolution Stones,
E19Q3FestiveDragonOrangeStone,0,0,0,1,0,0,Kathool Orange Evolution Stone,Kathool Orange Evolution Stone,1,,,icon_evolution_stone_orange.png,,,,Evolution Stones,
E19Q3FestiveDragonGreenStone,0,0,0,1,0,0,Kathool Green Evolution Stone,Kathool Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q3FestiveDragonGoldStone,0,0,0,1,0,0,Kathool Gold Evolution Stone,Kathool Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q3FestiveDragonPlatinumStone,0,0,0,1,0,0,Kathool Platinum Evolution Stone,Kathool Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q3FestiveDragonSapphireStone,0,0,0,1,0,0,Kathool Sapphire Evolution Stone,Kathool Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q3FestiveDragonGarnetStone,0,0,0,1,0,0,Kathool Garnet Evolution Stone,Kathool Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q3FestiveDragonEmeraldStone,0,0,0,1,0,0,Kathool Emerald Evolution Stone,Kathool Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q3FestiveDragonObsidianStone,0,0,0,1,0,0,Kathool Obsidian Evolution Stone,Kathool Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q3FestiveDragonHarbingerStone,0,0,0,1,0,0,Kathool Harbinger Evolution Stone,Kathool Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q3FestiveDragonVanguardStone,0,0,0,1,0,0,Kathool Vanguard Evolution Stone,Kathool Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q3FestiveDragonEmpyreanStone,0,0,0,1,0,0,Kathool Empyrean Evolution Stone,Kathool Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q3FestiveDragonAbyssalStone,0,0,0,1,0,0,Kathool Abyssal Evolution Stone,Kathool Abyssal Evolution Stone,1,,,icon_evolution_stone_abyssal.png,,,,Evolution Stones,
withermoonSeasonKey,0,0,0,10,0,0,Withermoon Season Key,Withermoon Season Key,1,,,icon_spring_season_key.png,,,,Events,
withermoonSigil,0,0,0,100000000,0,0,Withermoon Sigil,Withermoon Sigil,1,,,icon_coinFall19.png,,,,Events,
atlasWithermoonBadge,0,0,0,100000000,0,0,Atlas Withermoon Badge,Atlas Withermoon Badge,1,,,icon_atlas_fallSigil.png,,,,Events,
atlasWithermoonChest,0,0,0,100000000,0,0,Atlas Withermoon Chest,Atlas Withermoon Chest,1,,,icon_atlas_chestFallSigil.png,,,,Events,
genericExpediteMinute,0,0,0,10000000,0,0,Minute,Minutes,1,,,icon_pack_speed_01.png,,,,none,
candyCanes,0,0,0,100,0,0,Candy Cane,Candy Cane,1,,,icon_candyCane.png,,,,Events,
withermoonPumpkin,0,0,0,100,0,0,Spooky Pumpkin,Spooky Pumpkins,1,,,icon_pumpkin.png,,,,Events,
dungeonKeyPack,0,0,0,100000000,0,0,Dungeon Key Pack,Dungeon Key Packs,1,,,icon_dungeonkey_pack.png,,,,Events,
chisel,0,0,0,100000000,0,0,Chisel,Chisels,1,,,icon_magicChisel.png,,,,Events,
salvagedExperience,0,0,0,0,0,0,Salvaged XP,Salvaged XP,1,,,icon_xp_01.png,,,,Misc,
E19Q4DiscountDragonGreenStone,0,0,0,1,0,0,Galgrim Green Evolution Stone,Galgrim Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q4DiscountDragonGoldStone,0,0,0,1,0,0,Galgrim Gold Evolution Stone,Galgrim Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q4DiscountDragonPlatinumStone,0,0,0,1,0,0,Galgrim Platinum Evolution Stone,Galgrim Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q4DiscountDragonSapphireStone,0,0,0,1,0,0,Galgrim Sapphire Evolution Stone,Galgrim Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q4DiscountDragonGarnetStone,0,0,0,1,0,0,Galgrim Garnet Evolution Stone,Galgrim Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q4DiscountDragonEmeraldStone,0,0,0,1,0,0,Galgrim Emerald Evolution Stone,Galgrim Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q4DiscountDragonObsidianStone,0,0,0,1,0,0,Galgrim Obsidian Evolution Stone,Galgrim Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q4DiscountDragonHarbingerStone,0,0,0,1,0,0,Galgrim Harbinger Evolution Stone,Galgrim Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q4DiscountDragonVanguardStone,0,0,0,1,0,0,Galgrim Vanguard Evolution Stone,Galgrim Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q4DiscountDragonEmpyreanStone,0,0,0,1,0,0,Galgrim Empyrean Evolution Stone,Galgrim Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q4DiscountDragonAbyssalStone,0,0,0,1,0,0,Galgrim Abyssal Evolution Stone,Galgrim Abyssal Evolution Stone,1,,,icon_evolution_stone_abyssal.png,,,,Evolution Stones,
E19Q4WarriorDragonGreenStone,0,0,0,1,0,0,Gryff Green Evolution Stone,Gryff Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q4WarriorDragonGoldStone,0,0,0,1,0,0,Gryff Gold Evolution Stone,Gryff Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q4WarriorDragonPlatinumStone,0,0,0,1,0,0,Gryff Platinum Evolution Stone,Gryff Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q4WarriorDragonSapphireStone,0,0,0,1,0,0,Gryff Sapphire Evolution Stone,Gryff Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q4WarriorDragonGarnetStone,0,0,0,1,0,0,Gryff Garnet Evolution Stone,Gryff Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q4WarriorDragonEmeraldStone,0,0,0,1,0,0,Gryff Emerald Evolution Stone,Gryff Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q4WarriorDragonObsidianStone,0,0,0,1,0,0,Gryff Obsidian Evolution Stone,Gryff Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q4WarriorDragonHarbingerStone,0,0,0,1,0,0,Gryff Harbinger Evolution Stone,Gryff Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q4WarriorDragonVanguardStone,0,0,0,1,0,0,Gryff Vanguard Evolution Stone,Gryff Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q4WarriorDragonEmpyreanStone,0,0,0,1,0,0,Gryff Empyrean Evolution Stone,Gryff Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q4WarriorDragonAbyssalStone,0,0,0,1,0,0,Gryff Abyssal Evolution Stone,Gryff Abyssal Evolution Stone,1,,,icon_evolution_stone_abyssal.png,,,,Evolution Stones,
E19Q4MythicHunterDragonGreenStone,0,0,0,1,0,0,Noctarn Green Evolution Stone,Noctarn Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q4MythicHunterDragonGoldStone,0,0,0,1,0,0,Noctarn Gold Evolution Stone,Noctarn Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q4MythicHunterDragonPlatinumStone,0,0,0,1,0,0,Noctarn Platinum Evolution Stone,Noctarn Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q4MythicHunterDragonSapphireStone,0,0,0,1,0,0,Noctarn Sapphire Evolution Stone,Noctarn Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q4MythicHunterDragonGarnetStone,0,0,0,1,0,0,Noctarn Garnet Evolution Stone,Noctarn Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q4MythicHunterDragonEmeraldStone,0,0,0,1,0,0,Noctarn Emerald Evolution Stone,Noctarn Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q4MythicHunterDragonObsidianStone,0,0,0,1,0,0,Noctarn Obsidian Evolution Stone,Noctarn Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q4MythicHunterDragonHarbingerStone,0,0,0,1,0,0,Noctarn Harbinger Evolution Stone,Noctarn Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q4MythicHunterDragonVanguardStone,0,0,0,1,0,0,Noctarn Vanguard Evolution Stone,Noctarn Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q4MythicHunterDragonEmpyreanStone,0,0,0,1,0,0,Noctarn Empyrean Evolution Stone,Noctarn Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q4MythicHunterDragonAbyssalStone,0,0,0,1,0,0,Noctarn Abyssal Evolution Stone,Noctarn Abyssal Evolution Stone,1,,,icon_evolution_stone_abyssal.png,,,,Evolution Stones,
E19Q4MythicHunterDragonTier16Stone,0,0,0,1,0,0,Noctarn Tier 16 Evolution Stone,Noctarn Tier 16 Evolution Stone,1,,,icon_evolution_stone_abyssal.png,,,,Evolution Stones,
E19Q4MythicSorcererDragonGreenStone,0,0,0,1,0,0,Faf'nyr Green Evolution Stone,Faf'nyr Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q4MythicSorcererDragonGoldStone,0,0,0,1,0,0,Faf'nyr Gold Evolution Stone,Faf'nyr Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q4MythicSorcererDragonPlatinumStone,0,0,0,1,0,0,Faf'nyr Platinum Evolution Stone,Faf'nyr Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q4MythicSorcererDragonSapphireStone,0,0,0,1,0,0,Faf'nyr Sapphire Evolution Stone,Faf'nyr Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q4MythicSorcererDragonGarnetStone,0,0,0,1,0,0,Faf'nyr Garnet Evolution Stone,Faf'nyr Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q4MythicSorcererDragonEmeraldStone,0,0,0,1,0,0,Faf'nyr Emerald Evolution Stone,Faf'nyr Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q4MythicSorcererDragonObsidianStone,0,0,0,1,0,0,Faf'nyr Obsidian Evolution Stone,Faf'nyr Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
E19Q4MythicSorcererDragonHarbingerStone,0,0,0,1,0,0,Faf'nyr Harbinger Evolution Stone,Faf'nyr Harbinger Evolution Stone,1,,,icon_evolution_stone_harbinger1.png,,,,Evolution Stones,
E19Q4MythicSorcererDragonVanguardStone,0,0,0,1,0,0,Faf'nyr Vanguard Evolution Stone,Faf'nyr Vanguard Evolution Stone,1,,,icon_evolution_stone_vanguard.png,,,,Evolution Stones,
E19Q4MythicSorcererDragonEmpyreanStone,0,0,0,1,0,0,Faf'nyr Empyrean Evolution Stone,Faf'nyr Empyrean Evolution Stone,1,,,icon_evolution_stone_empyrean.png,,,,Evolution Stones,
E19Q4MythicSorcererDragonAbyssalStone,0,0,0,1,0,0,Faf'nyr Abyssal Evolution Stone,Faf'nyr Abyssal Evolution Stone,1,,,icon_evolution_stone_abyssal.png,,,,Evolution Stones,
E19Q4MythicSorcererDragonTier16Stone,0,0,0,1,0,0,Faf'nyr Tier 16 Evolution Stone,Faf'nyr Tier 16 Evolution Stone,1,,,icon_evolution_stone_abyssal.png,,,,Evolution Stones,
E19Q4InvokerDragonGreenStone,0,0,0,1,0,0,Morak Green Evolution Stone,Morak Green Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q4InvokerDragonGoldStone,0,0,0,1,0,0,Morak Gold Evolution Stone,Morak Gold Evolution Stone,1,,,icon_evolution_stone_yellow.png,,,,Evolution Stones,
E19Q4InvokerDragonPlatinumStone,0,0,0,1,0,0,Morak Platinum Evolution Stone,Morak Platinum Evolution Stone,1,,,icon_evolution_stone_platinum.png,,,,Evolution Stones,
E19Q4InvokerDragonSapphireStone,0,0,0,1,0,0,Morak Sapphire Evolution Stone,Morak Sapphire Evolution Stone,1,,,icon_evolution_stone_sapphire.png,,,,Evolution Stones,
E19Q4InvokerDragonGarnetStone,0,0,0,1,0,0,Morak Garnet Evolution Stone,Morak Garnet Evolution Stone,1,,,icon_evolution_stone_red.png,,,,Evolution Stones,
E19Q4InvokerDragonEmeraldStone,0,0,0,1,0,0,Morak Emerald Evolution Stone,Morak Emerald Evolution Stone,1,,,icon_evolution_stone_green.png,,,,Evolution Stones,
E19Q4InvokerDragonObsidianStone,0,0,0,1,0,0,Morak Obsidian Evolution Stone,Morak Obsidian Evolution Stone,1,,,icon_evolution_stone_obsidian.png,,,,Evolution Stones,
