identifier,requiredXp,maxComponentsPerBuilding,minAvailableDragonsToShowWarning,defenderLevelXPPayout,attackerLevelXPPayoutCap,maxParallelGiftTransfers,maxCurrencyPerGiftTransfer,minOpponentLevelForBreederQuest,minOpponentLevelForChallenging,h
String,Integer,Map<String:Integer>,Integer,Float,Integer,Integer,String,Integer,Integer,String
0,0,piercing:1|artillery:1|aura:1|lightning:1,1,0.01,1000,3,piercing:300|ruby:1000|food:300|gold:300,0,5,
968,7786686177,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
969,7864489950,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
970,7943071761,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
971,8022439390,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
972,8102600695,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
973,8183563613,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
974,8265336160,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
975,8347926432,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
976,8431342607,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
977,8515592944,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
978,8600685784,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
979,8686629552,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
980,8773432758,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
981,8861103996,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
982,8949651946,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
983,9039085376,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
984,9129413140,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
985,9220644182,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
986,9312787534,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
987,9405852320,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
988,9499847754,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
989,9594783142,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
990,9690667884,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
991,9787511473,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
992,9885323498,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
993,9984113643,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
994,10083891689,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
995,10184667515,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
996,10286451099,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
997,10389252519,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
998,10493081953,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,
999,10597949681,piercing:1|artillery:1|aura:1|lightning:1,2,0.002322,2512585,3,food:541920|piercing:541920|ruby:0|gold:229568,84,10,!@#eaghkibgnffliogn
