identifier,inBundle,currencies,eggs,eggParents,dragons,breeders,consumables,dragonArmors,runes,eliteAccountTime,riderGear,rankedRewardIdentifier,displayName,iconFilename,isIAPReward,isAdReward,rewardTargets,h
valuePack_wm_2m,,cmCrystalice:136900|craftingScroll:1000,,,,,,,,,,,,,,,,
valuePack_wm_2n,,cmCrystalfire:136900|craftingScroll:1000,,,,,,,,,,,,,,,,
valuePack_wm_3a,,cmCrystalfire:75000|cmCrystalice:75000|cmCrystalwind:75000|cmCrystalearth:75000|cmCrystaldark:75000|craftingScroll:5000,,,,,,,,,,,,,,,,
valuePack_wm_3b,,bullhorn:30|diamond:35000,,,,,,,,,,,,,,,,
valuePack_wm_3c,,redRiderShard:50|diamond:35000,,,,,,,,,,,,,,,,
valuePack_wm_3d,,bullhorn:90|atlasChest:3,,,,,,,,,,,,,,,,
valuePack_wm_3e,,redRiderShard:110|diamond:18000|atlasChest:4,,,,,,,,,,,,,,,,
valuePack_wm_3f,,cmCrystalfire:325000|craftingScroll:3000,,,,,,,,,,,,,,,,
valuePack_wm_3g,,cmCrystalearth:325000|craftingScroll:3000,,,,,,,,,,,,,,,,
valuePack_wm_3h,,cmCrystalwind:325000|craftingScroll:3000,,,,,,,,,,,,,,,,
valuePack_wm_3i,,cmCrystalice:325000|craftingScroll:3000,,,,,,,,,,,,,,,,
valuePack_wm_3j,,cmCrystaldark:325000|craftingScroll:3000,,,,,,,,,,,,,,,,
valuePack_wm_3k,,diamond:75000,,,,,,,,,,,,,,,,
valuePack_wm_3l,,cmCrystalearth:28000,,,,,,,,,IAP1-BOOTS-R3-A:1|IAP1-CHEST-R3-A:1|IAP1-GLOVES-R3-A:1|IAP1-HEAD-R3-A:1|IAP1-PANTS-R3-A:1|IAP1-RINGS-R3-A:1|IAP1-SHIELD-R3-A:1|IAP1-WEAPONS-R3-A:1,,,,,,,
valuePack_wm_3m,,cmCrystalice:295000|craftingScroll:2500,,,,,,,,,,,,,,,,
valuePack_wm_3n,,cmCrystalfire:295000|craftingScroll:2500,,,,,,,,,,,,,,,,
marketingEngage1Reward,,ruby:100,,,,,,,,,,,100 Rubies,,,1,,
marketingEngage2Reward,,ruby:500,,,,,,,,,,,500 Rubies,,,1,,
marketingEngage3Reward,,ruby:750,,,,,,,,,,,750 Rubies,,,1,,
marketingEngage4Reward,,ruby:1000,,,,,,,,,,,1000 Rubies,,,1,,
marketingEngage5Reward,,ruby:1500,,,,,,,,,,,1500 Rubies,,,1,,
marketingEngage6Reward,,ruby:2000,,,,,,,,,,,2000 Rubies,,,1,,
marketingEngage7Reward,,ruby:4000,,,,,,,,,,,4000 Rubies,,,1,,
skill-T3-1-Dragon-HP-Seasons_Reward,,,,,,,,,,,skill-T3-1-Dragon-HP-Seasons:1,,,,,,,
skill-T1-2-Dragon-XP-Seasons_Reward,,,,,,,,,,,skill-T1-2-Dragon-XP-Seasons:1,,,,,,,
skill-T1-3-Rider-XP-Seasons_Reward,,,,,,,,,,,skill-T1-3-Rider-XP-Seasons:1,,,,,,,
skill-T2-4-Dragon-Attack-Seasons_Reward,,,,,,,,,,,skill-T2-4-Dragon-Attack-Seasons:1,,,,,,,
skill-T2-5-Dragon-TotemDebuffResist-Seasons_Reward,,,,,,,,,,,skill-T2-5-Dragon-TotemDebuffResist-Seasons:1,,,,,,,
skill-T2-6-Dragon-TrainingCost-Seasons_Reward,,,,,,,,,,,skill-T2-6-Dragon-TrainingCost-Seasons:1,,,,,,,
skill-T2-7-Rider-XP-Seasons_Reward,,,,,,,,,,,skill-T2-7-Rider-XP-Seasons:1,,,,,,,
skill-T2-8-Dragon-XP-Seasons_Reward,,,,,,,,,,,skill-T2-8-Dragon-XP-Seasons:1,,,,,,,
skill-T2-9-Dragon-HealingTime-Seasons_Reward,,,,,,,,,,,skill-T2-9-Dragon-HealingTime-Seasons:1,,,,,,,
skill-T3-10-Dragon-ResistTower-Seasons_Reward,,,,,,,,,,,skill-T3-10-Dragon-ResistTower-Seasons:1,,,,,,,
skill-T3-11-Dragon-ResistTower-Seasons_Reward,,,,,,,,,,,skill-T3-11-Dragon-ResistTower-Seasons:1,,,,,,,
skill-T3-12-Dragon-ResistTower-Seasons_Reward,,,,,,,,,,,skill-T3-12-Dragon-ResistTower-Seasons:1,,,,,,,
skill-T3-15-Dragon-Attack-Seasons_Reward,,,,,,,,,,,skill-T3-15-Dragon-Attack-Seasons:1,,,,,,,
skill-T1-16-Dragon-XP-Seasons_Reward,,,,,,,,,,,skill-T1-16-Dragon-XP-Seasons:1,,,,,,,
skill-T1-17-Rider-XP-Seasons_Reward,,,,,,,,,,,skill-T1-17-Rider-XP-Seasons:1,,,,,,,
skill-T2-18-Dragon-HP-Seasons_Reward,,,,,,,,,,,skill-T2-18-Dragon-HP-Seasons:1,,,,,,,
skill-T2-19-Dragon-TotemDebuffResist-Seasons_Reward,,,,,,,,,,,skill-T2-19-Dragon-TotemDebuffResist-Seasons:1,,,,,,,
skill-T2-20-Dragon-TrainingCost-Seasons_Reward,,,,,,,,,,,skill-T2-20-Dragon-TrainingCost-Seasons:1,,,,,,,
skill-T2-21-Rider-XP-Seasons_Reward,,,,,,,,,,,skill-T2-21-Rider-XP-Seasons:1,,,,,,,
skill-T2-22-Dragon-XP-Seasons_Reward,,,,,,,,,,,skill-T2-22-Dragon-XP-Seasons:1,,,,,,,
skill-T2-23-Dragon-HealingTime-Seasons_Reward,,,,,,,,,,,skill-T2-23-Dragon-HealingTime-Seasons:1,,,,,,,
skill-T3-24-Dragon-ResistTower-Seasons_Reward,,,,,,,,,,,skill-T3-24-Dragon-ResistTower-Seasons:1,,,,,,,
skill-T3-25-Dragon-ResistTower-Seasons_Reward,,,,,,,,,,,skill-T3-25-Dragon-ResistTower-Seasons:1,,,,,,,
skill-T3-26-Dragon-ResistTower-Seasons_Reward,,,,,,,,,,,skill-T3-26-Dragon-ResistTower-Seasons:1,,,,,,,
skill-T4-27-Dragon-HPClass-Seasons_Reward,,,,,,,,,,,skill-T4-27-Dragon-HPClass-Seasons:1,,,,,,,
skill-T4-28-Dragon-AttackClass-Seasons_Reward,,,,,,,,,,,skill-T4-28-Dragon-AttackClass-Seasons:1,,,,,,,
skill-T3-29-Dragon-Attack-Seasons_Reward,,,,,,,,,,,skill-T3-29-Dragon-Attack-Seasons:1,,,,,,,
skill-T1-30-Dragon-XP-Seasons_Reward,,,,,,,,,,,skill-T1-30-Dragon-XP-Seasons:1,,,,,,,
skill-T1-31-Rider-XP-Seasons_Reward,,,,,,,,,,,skill-T1-31-Rider-XP-Seasons:1,,,,,,,
skill-T2-32-Dragon-HP-Seasons_Reward,,,,,,,,,,,skill-T2-32-Dragon-HP-Seasons:1,,,,,,,
skill-T2-33-Dragon-TotemDebuffResist-Seasons_Reward,,,,,,,,,,,skill-T2-33-Dragon-TotemDebuffResist-Seasons:1,,,,,,,
skill-T2-34-Dragon-TrainingCost-Seasons_Reward,,,,,,,,,,,skill-T2-34-Dragon-TrainingCost-Seasons:1,,,,,,,
skill-T2-35-Rider-XP-Seasons_Reward,,,,,,,,,,,skill-T2-35-Rider-XP-Seasons:1,,,,,,,
skill-T2-36-Dragon-XP-Seasons_Reward,,,,,,,,,,,skill-T2-36-Dragon-XP-Seasons:1,,,,,,,
skill-T2-37-Dragon-HealingTime-Seasons_Reward,,,,,,,,,,,skill-T2-37-Dragon-HealingTime-Seasons:1,,,,,,,
skill-T3-38-Dragon-ResistTower-Seasons_Reward,,,,,,,,,,,skill-T3-38-Dragon-ResistTower-Seasons:1,,,,,,,
skill-T3-39-Dragon-ResistTower-Seasons_Reward,,,,,,,,,,,skill-T3-39-Dragon-ResistTower-Seasons:1,,,,,,,
skill-T3-40-Dragon-ResistTower-Seasons_Reward,,,,,,,,,,,skill-T3-40-Dragon-ResistTower-Seasons:1,,,,,,,
skill-T4-41-Dragon-HPClass-Seasons_Reward,,,,,,,,,,,skill-T4-41-Dragon-HPClass-Seasons:1,,,,,,,
skill-T4-42-Dragon-AttackClass-Seasons_Reward,,,,,,,,,,,skill-T4-42-Dragon-AttackClass-Seasons:1,,,,,,,
skill-T3-43-Tower-HP-Seasons_Reward,,,,,,,,,,,skill-T3-43-Tower-HP-Seasons:1,,,,,,,
skill-T1-44-Tower-Attack-Seasons_Reward,,,,,,,,,,,skill-T1-44-Tower-Attack-Seasons:1,,,,,,,
skill-T1-45-Tower-HP-Seasons_Reward,,,,,,,,,,,skill-T1-45-Tower-HP-Seasons:1,,,,,,,
skill-T2-46-ETC-ResearchSpeed-Seasons_Reward,,,,,,,,,,,skill-T2-46-ETC-ResearchSpeed-Seasons:1,,,,,,,
skill-T2-47-Tower-HPTower-Seasons_Reward,,,,,,,,,,,skill-T2-47-Tower-HPTower-Seasons:1,,,,,,,
skill-T2-48-Tower-HPTower-Seasons_Reward,,,,,,,,,,,skill-T2-48-Tower-HPTower-Seasons:1,,,,,,,
skill-T2-49-Tower-AttackTower-Seasons_Reward,,,,,,,,,,,skill-T2-49-Tower-AttackTower-Seasons:1,,,,,,,
skill-T2-50-Tower-ConstructionUpgradeSpeed-Seasons_Reward,,,,,,,,,,,skill-T2-50-Tower-ConstructionUpgradeSpeed-Seasons:1,,,,,,,
skill-T3-51-Production-ProductionAmountWood-Seasons_Reward,,,,,,,,,,,skill-T3-51-Production-ProductionAmountWood-Seasons:1,,,,,,,
skill-T3-52-Production-ProductionAmountHog-Seasons_Reward,,,,,,,,,,,skill-T3-52-Production-ProductionAmountHog-Seasons:1,,,,,,,
skill-T3-53-Tower-ConstructionUpgradeSpeed-Seasons_Reward,,,,,,,,,,,skill-T3-53-Tower-ConstructionUpgradeSpeed-Seasons:1,,,,,,,
skill-T4-54-Tower-HPTower-Seasons_Reward,,,,,,,,,,,skill-T4-54-Tower-HPTower-Seasons:1,,,,,,,
skill-T4-55-Tower-AttackTower-Seasons_Reward,,,,,,,,,,,skill-T4-55-Tower-AttackTower-Seasons:1,,,,,,,
skill-T4-56-Tower-HPTower-Seasons_Reward,,,,,,,,,,,skill-T4-56-Tower-HPTower-Seasons:1,,,,,,,
skill-T4-57-Tower-AttackTower-Seasons_Reward,,,,,,,,,,,skill-T4-57-Tower-AttackTower-Seasons:1,,,,,,,
skill-T4-13-Dragon-HP-Seasons_Reward,,,,,,,,,,,skill-T4-13-Dragon-HP-Seasons:1,,,,,,,
skill-T4-14-Dragon-Attack-Seasons_Reward,,,,,,,,,,,skill-T4-14-Dragon-Attack-Seasons:1,,,,,,,
redenvelope_pack,,winterjolSigil:500,,,,,,,,,,,,,,,,
st_patricks_day_pack,,chest0:5|chest2:10,,,,,increaseHP1:20|xpPotionConsumable3:5,,Mythic_1t_atk_darkflak_2t_atkspd_darkflak:1,,,,,,,,,
iceflak_hp_pack,,chest0:20|chest2:20,,,,,increaseHP1:40|xpPotionConsumable3:20,,Mythic_1t_hp_iceflak_2t_atkspd_iceflak:1,,,,,,,,,
withermoon_sigil_pack_t1,,withermoonSigil:500|breedingToken:300,,,,,expediteConsumable4:2,,,,,,,,,,,
withermoon_sigil_pack_t2,,withermoonSigil:2625|breedingToken:1500,,,,,expediteConsumable4:10,,,,,,,,,,,
withermoon_sigil_pack_t3,,withermoonSigil:5500|breedingToken:3000,,,,,expediteConsumable4:20,,,,,,,,,,,
springblossom_IWD_pack,,ruby:1500|chest0:10|chest2:2|breedingToken:2000|SBcurrency:1,,,,,,,,,,,,,,,,
summerkai_sigil_pack_t1,,summerkaiSigil:450|breedingToken:300|chest2:1,,,,,expediteConsumable4:2,,,,,,,,,,,
summerkai_sigil_pack_t2,,summerkaiSigil:2400|breedingToken:1500|chest2:5,,,,,expediteConsumable4:10,,,,,,,,,,,
summerkai_sigil_pack_t3,,summerkaiSigil:5000|breedingToken:3000|chest2:10,,,,,expediteConsumable4:20,,,,,,,,,,,
b_mage_hp_pack,,chest0:5|chest2:10,,,,,increaseHP1:20|xpPotionConsumable3:5,,Mythic_buildingSpecialAttackModifier_mageBlueTower7:1,,,,,,,,,
elemental_ember_pack_t1,,elementalEmber: 1600,,,,,,,,,,,,,,,,
elemental_ember_pack_t2,,elementalEmber: 9500,,,,,,,,,,,,,,,,
elemental_ember_pack_t3,,elementalEmber: 19000,,,,,,,,,,,,,,,,
naginata_portrait_pack,,chest0:5|chest2:2|NaginataCurrency:1,,,,,,,,,,,,,,,,
essentials_pack,,breedingToken:1500|ruby:2500,,,,,expediteConsumable1:250|lumberConsumable1:10,,,,,,,,,,,
duskfall_candy_pieces,,duskfallSigil:500|breedingToken:300,,,,,expediteConsumable4:2,,,,,,,,,,,
duskfall_candy_basket,,duskfallSigil:2625|breedingToken:1500,,,,,expediteConsumable4:10,,,,,,,,,,,
duskfall_candy_haul,,duskfallSigil:5500|breedingToken:3000,,,,,expediteConsumable4:20,,,,,,,,,,,
fight_pits_prep,,energyPack:14,,,,,innerFire01:14|fullHeal:14,,,,,,,,,,,
summer_blackblood_pack,,summerflareSigil:500|breedingToken:300,,,,,expediteConsumable4:2,,,,,,,,,,,
summer_atlantis_pack,,summerflareSigil:2500|breedingToken:1500,,,,,expediteConsumable4:10,,,,,,,,,,,
blossom_into_spring_pack,,springblossomSigil:500|chest0:10|chest2:10|energyPack:1,,,,,innerFire01:6|fullHeal:5,,,,,,,,,,,
coldblood_pack,,frostwreathSigil:500|chest0:8|chest2:5,,,,,lumberConsumable2:3|fullHeal:5|xpPotionConsumable3:3,,,,,,,,,,,
crm_test_pack1,,ruby:500,,,,,expediteConsumable4:6|lumberConsumable2:1,,,,,,,,,,,
crm_test_pack1_alternate,,ruby:500|breedingToken:1750,,,,,foodConsumable2:1,,,,,,,,,,,
crm_test_pack2,,ruby:12500|breedingToken:43500,,,,,foodConsumable2:25,,,,,,,,,,,
crm_test_pack2_alternate,,ruby:12500,,,,,expediteConsumable4:150|lumberConsumable2:25,,,,,,,,,,,
med_miss_pack1,,ruby:4000|chest2:1|chest0:5|breedingToken:800,,,,,expediteConsumable3:12,,,,,,,,,,,
med_miss_pack2,,ruby:22000|chest2:12|chest0:5|breedingToken:5000,,,,,expediteConsumable4:20,,,,,,,,,,,
med_miss_pack3,,ruby:50000|chest2:25|chest0:5|breedingToken:10000,,,,,expediteConsumable4:50,,,,,,,,,,,
high_miss_pack1,,ruby:3500|chest2:1|chest0:5|breedingToken:500,,,,,expediteConsumable3:8,,,,,,,,,,,
high_miss_pack2,,ruby:15000|chest2:6|chest0:5|breedingToken:2300,,,,,expediteConsumable4:12,,,,,,,,,,,
high_miss_pack3,,ruby:30000|chest2:10|breedingToken:10000|energyPack:10,,,,,expediteConsumable4:40|xpPotionConsumable3:15|innerFire01:10,,,,,,,,,,,
timer_pack,,,,,,,expediteConsumable6:8|expediteConsumable5:8|expediteConsumable4:8|expediteConsumable3:8|expediteConsumable2:8|expediteConsumable1a:8|expediteConsumable1:8|expediteConsumable0:8|expediteConsumable0a:8,,,,,,,,,,,
valuePackRewardlp_1a,,ruby:625|breedingToken:50,,,,,increaseBuildingHP1:3|attackConsumable:2|expediteConsumable1:4,,,,,,,,,,,
valuePack_wm_atlasElite_2a,,diamond:1000,,,,,,,,,,,,,,,,
valuePack_wm_atlasElite_2b,,atlasChest:4,,,,,,,,,,,,,,,,
valuePack_wm_atlasElite_2c,,atlasChest:4,,,,,,,,,,,,,,,,
valuePack_wm_atlasElite_2d,,atlasChest:4,,,,,,,,,,,,,,,,
valuePack_wm_atlasElite_3a,,diamond:4000,,,,,,,,,,,,,,,,
E1-BOOTS-R2-A_Reward,,,,,,,,,,,E1-BOOTS-R2-A:1,,,,,,,
E1-CHEST-R2-A_Reward,,,,,,,,,,,E1-CHEST-R2-A:1,,,,,,,
E1-GLOVES-R2-A_Reward,,,,,,,,,,,E1-GLOVES-R2-A:1,,,,,,,
E1-HEAD-R2-A_Reward,,,,,,,,,,,E1-HEAD-R2-A:1,,,,,,,
E1-PANTS-R2-A_Reward,,,,,,,,,,,E1-PANTS-R2-A:1,,,,,,,
E1-RINGS-R2-A_Reward,,,,,,,,,,,E1-RINGS-R2-A:1,,,,,,,
E1-SHIELD-R2-A_Reward,,,,,,,,,,,E1-SHIELD-R2-A:1,,,,,,,
E1-WEAPONS-R2-A_Reward,,,,,,,,,,,E1-WEAPONS-R2-A:1,,,,,,,
E2-BOOTS-R2-A_Reward,,,,,,,,,,,E2-BOOTS-R2-A:1,,,,,,,
E2-CHEST-R2-A_Reward,,,,,,,,,,,E2-CHEST-R2-A:1,,,,,,,
E2-GLOVES-R2-A_Reward,,,,,,,,,,,E2-GLOVES-R2-A:1,,,,,,,
E2-HEAD-R2-A_Reward,,,,,,,,,,,E2-HEAD-R2-A:1,,,,,,,
E2-PANTS-R2-A_Reward,,,,,,,,,,,E2-PANTS-R2-A:1,,,,,,,
E2-RINGS-R2-A_Reward,,,,,,,,,,,E2-RINGS-R2-A:1,,,,,,,
E2-SHIELD-R2-A_Reward,,,,,,,,,,,E2-SHIELD-R2-A:1,,,,,,,
E2-WEAPONS-R2-A_Reward,,,,,,,,,,,E2-WEAPONS-R2-A:1,,,,,,,
E3-BOOTS-R2-A_Reward,,,,,,,,,,,E3-BOOTS-R2-A:1,,,,,,,
E3-CHEST-R2-A_Reward,,,,,,,,,,,E3-CHEST-R2-A:1,,,,,,,
E3-GLOVES-R2-A_Reward,,,,,,,,,,,E3-GLOVES-R2-A:1,,,,,,,
E3-HEAD-R2-A_Reward,,,,,,,,,,,E3-HEAD-R2-A:1,,,,,,,
E3-PANTS-R2-A_Reward,,,,,,,,,,,E3-PANTS-R2-A:1,,,,,,,
E3-RINGS-R2-A_Reward,,,,,,,,,,,E3-RINGS-R2-A:1,,,,,,,
E3-SHIELD-R2-A_Reward,,,,,,,,,,,E3-SHIELD-R2-A:1,,,,,,,
E3-WEAPONS-R2-A_Reward,,,,,,,,,,,E3-WEAPONS-R2-A:1,,,,,,,
skill-T3-58-Dragon-Attack_Reward,,,,,,,,,,,skill-T3-58-Dragon-Attack:1,,,,,,,
skill-T1-59-Dragon-TotemDebuffResist_Reward,,,,,,,,,,,skill-T1-59-Dragon-TotemDebuffResist:1,,,,,,,
skill-T2-60-Dragon-Attack_Reward,,,,,,,,,,,skill-T2-60-Dragon-Attack:1,,,,,,,
skill-T2-61-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T2-61-Dragon-ResistTower:1,,,,,,,
skill-T2-62-Dragon-XP_Reward,,,,,,,,,,,skill-T2-62-Dragon-XP:1,,,,,,,
skill-T3-63-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T3-63-Dragon-ResistTower:1,,,,,,,
skill-T3-64-Dragon-TrainingCost_Reward,,,,,,,,,,,skill-T3-64-Dragon-TrainingCost:1,,,,,,,
skill-T3-65-Dragon-HP_Reward,,,,,,,,,,,skill-T3-65-Dragon-HP:1,,,,,,,
skill-T3-66-Dragon-XP_Reward,,,,,,,,,,,skill-T3-66-Dragon-XP:1,,,,,,,
skill-T4-67-Dragon-TrainingCost_Reward,,,,,,,,,,,skill-T4-67-Dragon-TrainingCost:1,,,,,,,
skill-T4-68-Dragon-HP_Reward,,,,,,,,,,,skill-T4-68-Dragon-HP:1,,,,,,,
skill-T4-69-Dragon-XP_Reward,,,,,,,,,,,skill-T4-69-Dragon-XP:1,,,,,,,
skill-T3-70-Dragon-HP_Reward,,,,,,,,,,,skill-T3-70-Dragon-HP:1,,,,,,,
skill-T1-71-Dragon-Attack_Reward,,,,,,,,,,,skill-T1-71-Dragon-Attack:1,,,,,,,
skill-T1-72-Dragon-HP_Reward,,,,,,,,,,,skill-T1-72-Dragon-HP:1,,,,,,,
skill-T2-73-Dragon-Attack_Reward,,,,,,,,,,,skill-T2-73-Dragon-Attack:1,,,,,,,
skill-T2-74-Dragon-HP_Reward,,,,,,,,,,,skill-T2-74-Dragon-HP:1,,,,,,,
skill-T2-75-Dragon-Attack_Reward,,,,,,,,,,,skill-T2-75-Dragon-Attack:1,,,,,,,
skill-T2-76-Dragon-HP_Reward,,,,,,,,,,,skill-T2-76-Dragon-HP:1,,,,,,,
skill-T3-77-Dragon-Attack_Reward,,,,,,,,,,,skill-T3-77-Dragon-Attack:1,,,,,,,
skill-T4-78-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T4-78-Dragon-ResistTower:1,,,,,,,
skill-T4-79-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T4-79-Dragon-ResistTower:1,,,,,,,
skill-T4-80-Dragon-ResistTower_Reward,,,,,,,,,,,skill-T4-80-Dragon-ResistTower:1,,,,,,,
skill-T4-81-Dragon-TotemDebuffResist_Reward,,,,,,,,,,,skill-T4-81-Dragon-TotemDebuffResist:1,,,,,,,
rewardLevel01,,breedingToken:10|ruby:60,,,,,expediteConsumable1a:1,,,,,,,,,,,
rewardLevel02,,breedingToken:10|ruby:60,,,,,expediteConsumable1a:1,,,,,,,,,,,
rewardLevel03,,breedingToken:10|ruby:60,,,,,expediteConsumable1a:1,,,,,,,,,,,
rewardLevel04,,breedingToken:10|ruby:60,,,,,expediteConsumable1a:1,,,,,,,,,,,
rewardLevel05,,breedingToken:10|ruby:65,,,,,expediteConsumable1a:1,,,,,,,,,,,
rewardLevel06,,breedingToken:15|chest0:1|ruby:35,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel07,,breedingToken:15|blackPearl:3|ruby:35,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel08,,breedingToken:20|ruby:40,,,,,expediteConsumable2:1|xpPotionConsumable1:1,,,,,,,,,,,
rewardLevel09,,breedingToken:20|ruby:40,,,,,expediteConsumable2:1|24h_2x_wood:1,,,,,,,,,,,
rewardLevel10,,breedingToken:20|mysticFragment:1|ruby:45,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel11,,breedingToken:25|ruby:125,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel12,,breedingToken:20|ruby:115,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel13,,breedingToken:20|ruby:105,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel14,,breedingToken:25|ruby:130,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel15,,breedingToken:25|runeDust:2500|ruby:50,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel16,,breedingToken:25|ruby:130,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel17,,breedingToken:25|ruby:140,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel18,,breedingToken:25|ruby:145,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel19,,breedingToken:25|ruby:145,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel20,,breedingToken:30|chest0:1|ruby:60,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel21,,breedingToken:30|ruby:150,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel22,,breedingToken:30|ruby:150,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel23,,breedingToken:30|ruby:155,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel24,,breedingToken:30|ruby:155,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel25,,breedingToken:30|ruby:160,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel26,,breedingToken:30|ruby:160,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel27,,breedingToken:30|ruby:160,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel28,,breedingToken:30|ruby:165,,,,,expediteConsumable2:1,,,,,,,,,,,
rewardLevel29,,breedingToken:30|ruby:165,,,,,expediteConsumable2:2,,,,,,,,,,,
rewardLevel30,,breedingToken:30|chest0:1|ruby:65,,,,,expediteConsumable2:2,,,,,,,,,,,
rewardLevel31,,breedingToken:30|elementalEmber:6|ruby:65,,,,,expediteConsumable2:2,,,,,,,,,,,
rewardLevel32,,breedingToken:30|elementalEmber:6|ruby:65,,,,,expediteConsumable2:2,,,,,,,,,,,
rewardLevel33,,breedingToken:35|ruby:175,,,,,expediteConsumable2:2,,,,,,,,,,,
rewardLevel34,,breedingToken:35|ruby:175,,,,,expediteConsumable2:2,,,,,,,,,,,
rewardLevel35,,breedingToken:35|ruby:180,,,,,expediteConsumable2:2,,,,,,,,,,,
rewardLevel36,,breedingToken:35|ruby:180,,,,,expediteConsumable2:2,,,,,,,,,,,
rewardLevel37,,breedingToken:35|ruby:180,,,,,expediteConsumable2:2,,,,,,,,,,,
rewardLevel38,,breedingToken:40|iceShard:62|ruby:80,,,,,expediteConsumable2:2,,,,,,,,,,,
rewardLevel39,,breedingToken:40|iceShard:62|ruby:80,,,,,expediteConsumable2:2,,,,,,,,,,,
rewardLevel40,,breedingToken:40|ruby:205,,,,,expediteConsumable2:2,,,,,,,,,,,
rewardLevel41,,breedingToken:45|ruby:235,,,,,expediteConsumable2:2,,,,,,,,,,,
rewardLevel42,,breedingToken:45|ruby:235,,,,,expediteConsumable2:2,,,,,,,,,,,
rewardLevel43,,breedingToken:45|fireShard:73|ruby:95,,,,,expediteConsumable2:2,,,,,,,,,,,
rewardLevel44,,breedingToken:50|fireShard:79|ruby:105,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel45,,breedingToken:50|elementalEmber:10|ruby:105,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel46,,breedingToken:50|elementalEmber:10|ruby:105,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel47,,breedingToken:55|ruby:290,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel48,,breedingToken:60|ruby:300,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel49,,breedingToken:60|ruby:300,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel50,,breedingToken:60|ruby:320,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel51,,breedingToken:65|ruby:330,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel52,,breedingToken:65|ruby:330,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel53,,breedingToken:70|ruby:360,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel54,,breedingToken:70|ruby:360,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel55,,breedingToken:70|elementalEmber:14|ruby:140,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel56,,breedingToken:75|elementalEmber:15|ruby:155,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel57,,breedingToken:75|ruby:390,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel58,,breedingToken:80|ruby:400,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel59,,breedingToken:80|ruby:420,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel60,,breedingToken:80|chest0:2|ruby:165,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel61,,breedingToken:85|ruby:435,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel62,,breedingToken:90|ruby:455,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel63,,breedingToken:90|ruby:470,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel64,,breedingToken:90|ruby:470,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel65,,breedingToken:95|chest0:2|ruby:195,,,,,expediteConsumable3:1,,,,,,,,,,,
rewardLevel66,,breedingToken:100|ruby:505,,,,,expediteConsumable3:2,,,,,,,,,,,
rewardLevel67,,breedingToken:100|ruby:505,,,,,expediteConsumable3:2,,,,,,,,,,,
rewardLevel68,,breedingToken:105|ruby:535,,,,,expediteConsumable3:2,,,,,,,,,,,
rewardLevel69,,breedingToken:105|ruby:535,,,,,expediteConsumable3:2,,,,,,,,,,,
