identifier,inBundle,displayName,defaultSceneFile,dragonClass,dragonType,defaultRarity,elementIdentifier,displayDescription,stableHint,defaultDiscoveredImage,undiscoveredImage,defaultIconFilename,iconFilenameLocked,upgradeCSVFileName,fidgets,unlockAchievement,attackStartVal,sellBasePrice,unavailableSpellTypes,showcaseNodeLocation,isAttainable,sortPriority,minDragonLevelForBreeding,minBreedingCaveBuildingLevelToBreed,incubatingTime,incubationAchievementRequirement,incubationBuildingLevelRequirement,defaultMaxLevel,researchMaxLevelIncrease,eggCurrencyType,eggDisplaySceneFile,defaultAttackBoostRange,defaultHPBoostRange,canSell,canUpgrade,canBeSummoned,deathPenaltyPercentage,defaultTierNumber,priorityWithinTier,showInStable,numberOfFragmentsNeeded,isShrineDragon,isGoldDragon,limitedTimeOfferDragonActiveEvent,limitedTimeOfferDragonParentsInfoFile,isEvolveDragon,canPlaceIntoPerch,isUnbreedableDragon,buffEndTime,h
T13C3HWdragon,0,Sanguis,drg_feyBloodmoon.lvl,hunter,Bloodmoon Drake,5,windElement,Only emerges from the Twilight Woodlands during a harvest moon.,Look for the dragon at the breeding grounds,dragon_feyBloodmoon_discovered_thumbnail.png,dragon_feyBloodmoon_undiscovered_thumbnail.png,dragonThumbnail_feyBloodmoon_discovered.png,dragonThumbnail_feyBloodmoon_undiscovered.png,T13C3HWdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,202,12,13,3340465,,13,40,,vanguardEggCurrency,egg_world2_V3.lvl,0-0,0-0,1,1,0,15,13,202,1,875,0,0,,,,1,,0,
T13C3HFdragon,0,Redrian,drg_furnaceHunter.lvl,hunter,Draconic Artillery,5,fireElement,The latest model of artificial dragon from the Fire Field artisans.,Look for the dragon at the breeding grounds,dragon_furnaceHunter_discovered_thumbnail.png,dragon_furnaceHunter_undiscovered_thumbnail.png,dragonThumbnail_furnaceHunter_discovered.png,dragonThumbnail_furnaceHunter_undiscovered.png,T13C3HFdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,203,12,13,3340465,,13,40,,vanguardEggCurrency,egg_world2_V4.lvl,0-0,0-0,1,1,0,15,13,203,1,875,0,0,,,,1,,0,
T13C3SEdragon,0,Altimorak,drg_natureSorcerer.lvl,sorcerer,Sylvan Arcanist,5,earthElement,"A draconic archivist, and keeper of elven knowledge.",Look for the dragon at the breeding grounds,dragon_natureSorcerer_discovered_thumbnail.png,dragon_natureSorcerer_undiscovered_thumbnail.png,dragonThumbnail_natureSorcerer_discovered.png,dragonThumbnail_natureSorcerer_undiscovered.png,T13C3SEdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,204,12,13,3340465,,13,40,,vanguardEggCurrency,egg_world2_V5.lvl,0-0,0-0,1,1,0,15,13,204,1,875,0,0,,,,1,,0,
T13C3SWdragon,0,Kaze,drg_gohei.lvl,sorcerer,Divine Typhoon,5,windElement,A graceful spirit of the four winds.,Look for the dragon at the breeding grounds,dragon_gohei_discovered_thumbnail.png,dragon_gohei_undiscovered_thumbnail.png,dragonThumbnail_gohei_discovered.png,dragonThumbnail_gohei_undiscovered.png,T13C3SWdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,205,12,13,3340465,,13,40,,vanguardEggCurrency,egg_world2_V6.lvl,0-0,0-0,1,1,0,15,13,205,1,875,0,0,,,,1,,0,
earthFamiliar,0,Earth Familiar,drg_golemDark.lvl,warrior,Earth Familiar,0,earthElement,This dragon was summoned.,Look for the dragon at the breeding grounds,,,dragonThumbnail_lightningFamiliar_discovered.png,dragonThumbnail_lightningFamiliar_undiscovered.png,EarthFamiliarDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,0,1,2,1,60,,1,75,,redEggCurrency,egg_red_V1.lvl,0-0,0-0,0,0,1,15,1,1,0,48,0,0,,,,0,,0,
E18Q2SorcererDragon,0,Zotz,drg_bat.lvl,sorcerer,Night Shadow,5,darkElement,Shadows from the jungle canopy hide this blood-sucking menace.,Look for the dragon at the breeding grounds,dragon_bat_discovered_thumbnail.png,dragon_bat_undiscovered_thumbnail.png,dragonThumbnail_bat_discovered.png,dragonThumbnail_bat_undiscovered.png,E18Q2SorcererDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,202,1,3,82080,,4,60,,atlasEggCurrency,egg_world_V5.lvl,0-0,0-0,1,1,0,15,4,202,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q2WarriorDragon,0,Tez,drg_jaguar.lvl,warrior,Guardian Monolith,5,earthElement,"A beast of animated stone, forever vigilant, watching for intruders.",Look for the dragon at the breeding grounds,dragon_jaguar_discovered_thumbnail.png,dragon_jaguar_undiscovered_thumbnail.png,dragonThumbnail_jaguar_discovered.png,dragonThumbnail_jaguar_undiscovered.png,E18Q2WarriorDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,203,1,3,82080,,4,60,,atlasEggCurrency,egg_world_V5.lvl,0-0,0-0,1,1,0,15,4,203,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q2FestiveDragon,0,Axi,drg_goofy_axolotl.lvl,hunter,Puddle Dweller,5,iceElement,Guardian of the Windblown Shroud's rainbows. Loves bubbles!,Look for the dragon at the breeding grounds,dragon_goofy_axolotl_discovered_thumbnail.png,dragon_goofy_axolotl_undiscovered_thumbnail.png,dragonThumbnail_goofy_axolotl_discovered.png,dragonThumbnail_goofy_axolotl_undiscovered.png,E18Q2FestiveDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,199,1,1,43200,,1,60,,atlasEggCurrency,egg_world_V8.lvl,0-0,0-0,1,1,0,15,1,199,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q3DiscountDragon,0,Cavaleris,drg_maskKnight.lvl,warrior,Palace Guard,5,earthElement,Escorts affluent nobles traveling between kingdoms.,Look for the dragon at the breeding grounds,dragon_maskKnight_discovered_thumbnail.png,dragon_maskKnight_undiscovered_thumbnail.png,dragonThumbnail_maskKnight_discovered.png,dragonThumbnail_maskKnight_undiscovered.png,E18Q3DiscountDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,211,1,3,82080,,4,60,,vanguardEggCurrency,egg_world2_V2.lvl,0-0,0-0,1,1,0,15,4,211,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q3SorcererDragon,0,Sylphen,drg_maskWind.lvl,sorcerer,Elegant Eidolon,5,windElement,"A graceful gilded spirit of the sky, dancing upon the wind.",Look for the dragon at the breeding grounds,dragon_maskWind_discovered_thumbnail.png,dragon_maskWind_undiscovered_thumbnail.png,dragonThumbnail_maskWind_discovered.png,dragonThumbnail_maskWind_undiscovered.png,E18Q3SorcererDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,212,1,3,82080,,4,60,,vanguardEggCurrency,egg_world2_V3.lvl,0-0,0-0,1,1,0,15,4,213,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q3MythicHunterDragon,0,Pathox,drg_plague.lvl,hunter,The Plague Wind,6,windElement,The specter of sickness spreads its virulence across the land.,Look for the dragon at the breeding grounds,dragon_plague_discovered_thumbnail.png,dragon_plague_undiscovered_thumbnail.png,dragonThumbnail_plague_discovered.png,dragonThumbnail_plague_undiscovered.png,E18Q3MythicHunterDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,213,1,3,82080,,4,60,,vanguardEggCurrency,egg_world2_V4.lvl,0-0,0-0,1,1,0,15,4,214,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
PlaceholderDragon,0,Placeholder,drg_fire_v1.lvl,hunter,Placeholder,6,windElement,Placeholder,Look for the dragon at the breeding grounds,dragon_fireV1_discovered_thumbnail.png,dragon_fire_undiscovered_thumbnail.png,dragonThumbnail_fireV1.png,dragonThumbnail_fire_undiscovered.png,RedTutorialUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,0,214,16,13,3340465,,13,6,,vanguardEggCurrency,egg_world2_V6.lvl,0-0,0-0,1,1,0,15,13,215,0,1375,0,0,,,,0,1,0,
T13C4WFdragon,0,Oni,drg_oni.lvl,warrior,Accursed Ogre,6,fireElement,"A demon of excessive pride, and tempter of mortals.",Look for the dragon at the breeding grounds,dragon_oni_discovered_thumbnail.png,dragon_oni_undiscovered_thumbnail.png,dragonThumbnail_oni_discovered.png,dragonThumbnail_oni_undiscovered.png,T13C4WFdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,206,16,13,3340465,,13,50,,vanguardEggCurrency,egg_world2_V7.lvl,0-0,0-0,1,1,0,15,13,206,1,1375,0,0,,,,1,,0,
T13C4HEdragon,0,Itzani,drg_shaman.lvl,hunter,Witch of the Wastes,6,earthElement,Commands the souls of the Windblown Shroud's long-lost heroes.,Look for the dragon at the breeding grounds,dragon_shaman_discovered_thumbnail.png,dragon_shaman_undiscovered_thumbnail.png,dragonThumbnail_shaman_discovered.png,dragonThumbnail_shaman_undiscovered.png,T13C4HEdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,207,16,13,3340465,,13,50,,vanguardEggCurrency,egg_world2_V8.lvl,0-0,0-0,1,1,0,15,13,207,1,1375,0,0,,,,1,,0,
T13C4SIdragon,0,Jormungandr,drg_worldSerpent.lvl,sorcerer,The World Serpent,6,iceElement,The world serpent winds through the canyons of the Frigid Narrows.,Look for the dragon at the breeding grounds,dragon_worldSerpent_discovered_thumbnail.png,dragon_worldSerpent_undiscovered_thumbnail.png,dragonThumbnail_worldSerpent_discovered.png,dragonThumbnail_worldSerpent_undiscovered.png,T13C4SIdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,208,16,13,3340465,,13,50,,vanguardEggCurrency,egg_world2_V9.lvl,0-0,0-0,1,1,0,15,13,208,1,1375,0,0,,,,1,,0,
E18Q3FestiveDragon,0,Somnus,drg_specter.lvl,sorcerer,The Nightmare,5,darkElement,"Born from humans' worst nightmares, growing stronger every night.",Look for the dragon at the breeding grounds,dragon_specter_discovered_thumbnail.png,dragon_specter_undiscovered_thumbnail.png,dragonThumbnail_specter_discovered.png,dragonThumbnail_specter_undiscovered.png,E18Q3FestiveDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,215,1,1,82080,,1,60,,vanguardEggCurrency,egg_world2_V5.lvl,0-0,0-0,1,1,0,15,1,216,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q3HunterDragon,0,Prospero,drg_maskRed.lvl,hunter,The Red Death,5,fireElement,"A sanguine, burning fever spreading across the land.",Look for the dragon at the breeding grounds,dragon_maskRed_discovered_thumbnail.png,dragon_maskRed_undiscovered_thumbnail.png,dragonThumbnail_maskRed_discovered.png,dragonThumbnail_maskRed_undiscovered.png,E18Q3HunterDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,216,1,3,82080,,4,60,,vanguardEggCurrency,egg_world2_V7.lvl,0-0,0-0,1,1,0,15,4,217,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q3MythicWarriorDragon,0,Aristrat,drg_maskNoble.lvl,warrior,Dark Majesty,6,darkElement,"A noble foe, with a wit sharp enough to match its lethality.",Look for the dragon at the breeding grounds,dragon_maskNoble_discovered_thumbnail.png,dragon_maskNoble_undiscovered_thumbnail.png,dragonThumbnail_maskNoble_discovered.png,dragonThumbnail_maskNoble_undiscovered.png,E18Q3MythicWarriorDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,217,1,3,82080,,4,60,,vanguardEggCurrency,egg_world2_V8.lvl,0-0,0-0,1,1,0,15,4,218,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
summonPuppetDragon,0,Puppet,drg_hellspawn.lvl,warrior,Summoned Puppet Dragon,0,fireElement,This dragon was summoned.,Look for the dragon at the breeding grounds,,,dragonThumbnail_demon_discovered.png,dragonThumbnail_demon_undiscovered.png,SummonPuppetDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,0,1,2,1,0,,1,75,,redEggCurrency,egg_red_V1.lvl,0-0,0-0,0,0,1,15,1,1,0,48,0,0,,,,0,,0,
E18Q4DiscountDragon,0,Gunnar,drg_vikingRaider.lvl,hunter,Blackblood Heir,5,iceElement,"The last fugitive Blackblood drake, craven and spiteful.",Look for the dragon at the breeding grounds,dragon_vikingRaider_discovered_thumbnail.png,dragon_vikingRaider_undiscovered_thumbnail.png,dragonThumbnail_vikingRaider_discovered.png,dragonThumbnail_vikingRaider_undiscovered.png,E18Q4DiscountDragon.csv,,downloadDragons,1000,food:100,,0~20~40,1,218,1,3,82080,,4,60,,vanguardEggCurrency,egg_world2_V5.lvl,0-0,0-0,1,1,0,15,4,219,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q4SorcererDragon,0,Hildr,drg_vikingValkyrie.lvl,sorcerer,Draconic Valkyrie,5,earthElement,Protects the souls of dragons that died in glorious combat.,Look for the dragon at the breeding grounds,dragon_vikingValkyrie_discovered_thumbnail.png,dragon_vikingValkyrie_undiscovered_thumbnail.png,dragonThumbnail_vikingValkyrie_discovered.png,dragonThumbnail_vikingValkyrie_undiscovered.png,E18Q4SorcererDragon.csv,,downloadDragons,1000,food:100,,0~20~40,1,219,1,3,82080,,4,60,,vanguardEggCurrency,egg_world2_V7.lvl,0-0,0-0,1,1,0,15,4,220,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q4MythicWarriorDragon,0,"Urd, Verd, and Skuld",drg_vikingTrio.lvl,warrior,Reavers of Fate,6,iceElement,"One head sees the past, one the present, and one the future.",Look for the dragon at the breeding grounds,dragon_vikingTrio_discovered_thumbnail.png,dragon_vikingTrio_undiscovered_thumbnail.png,dragonThumbnail_vikingTrio_discovered.png,dragonThumbnail_vikingTrio_undiscovered.png,E18Q4MythicWarriorDragon.csv,,downloadDragons,1000,food:100,,0~20~40,1,220,1,3,82080,,4,60,,vanguardEggCurrency,egg_world2_V5.lvl,0-0,0-0,1,1,0,15,4,221,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q4WarriorDragon,0,Jarl,drg_vikingJarl.lvl,warrior,Berserker King,5,darkElement,Warlord of the most vicious band of raiders in the Frigid Narrows.,Look for the dragon at the breeding grounds,dragon_vikingJarl_discovered_thumbnail.png,dragon_vikingJarl_undiscovered_thumbnail.png,dragonThumbnail_vikingJarl_discovered.png,dragonThumbnail_vikingJarl_undiscovered.png,E18Q4WarriorDragon.csv,,downloadDragons,1000,food:100,,0~20~40,1,221,1,3,82080,,4,60,,vanguardEggCurrency,egg_world2_V7.lvl,0-0,0-0,1,1,0,15,4,222,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q4MythicSorcererDragon,0,Surt,drg_vikingFire.lvl,sorcerer,Flame of Ragnarok,6,fireElement,It is said that this dragon's blade will herald the apocalypse.,Look for the dragon at the breeding grounds,dragon_vikingFire_discovered_thumbnail.png,dragon_vikingFire_undiscovered_thumbnail.png,dragonThumbnail_vikingFire_discovered.png,dragonThumbnail_vikingFire_undiscovered.png,E18Q4MythicSorcererDragon.csv,,downloadDragons,1000,food:100,,0~20~40,1,222,1,3,82080,,4,60,,vanguardEggCurrency,egg_world2_V5.lvl,0-0,0-0,1,1,0,15,4,223,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E18Q4FestiveDragon,0,Skoll and Hati,drg_vikingWolves.lvl,hunter,Lupine Siblings,5,windElement,"Until the end of days, these twin dragons chase the sun and moon across the sky.",Look for the dragon at the breeding grounds,dragon_vikingWolves_discovered_thumbnail.png,dragon_vikingWolves_undiscovered_thumbnail.png,dragonThumbnail_vikingWolves_discovered.png,dragonThumbnail_vikingWolves_undiscovered.png,E18Q4FestiveDragon.csv,,downloadDragons,1000,food:100,,0~20~40,1,223,1,1,43200,,1,60,,vanguardEggCurrency,egg_world2_V7.lvl,0-0,0-0,1,1,0,15,1,224,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
spiritualGuardian,0,Spiritual Guardian,drg_viking_summon.lvl,warrior,Spiritual Guardian,0,earthElement,This dragon was summoned.,Look for the dragon at the breeding grounds,,,dragonThumbnail_lightningFamiliar_discovered.png,dragonThumbnail_lightningFamiliar_undiscovered.png,SpiritualGuardianDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,0,1,2,1,60,,1,75,,redEggCurrency,egg_red_V1.lvl,0-0,0-0,0,0,1,15,1,1,0,48,0,0,,,,0,,0,
T14C3WEdragon,0,Valens,drg_gladiatorLegion.lvl,warrior,Dragon Legionnaire,5,earthElement,"A dragon tactician, bred for battle and boasting tempered armor.",Look for the dragon at the breeding grounds,dragon_gladiatorLegion_discovered_thumbnail.png,dragon_gladiatorLegion_undiscovered_thumbnail.png,dragonThumbnail_gladiatorLegion_discovered.png,dragonThumbnail_gladiatorLegion_undiscovered.png,T14C3WEdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,225,12,14,3340465,,14,40,,empyreanEggCurrency,egg_world3_V1.lvl,0-0,0-0,1,1,0,15,14,250,1,875,0,0,,,,1,,0,
T14C3WFdragon,0,Methalex,drg_swampFire.lvl,warrior,The Ignited Bog,5,fireElement,This rotting mass of marshland constantly emits flamable miasma.,Look for the dragon at the breeding grounds,dragon_swampFire_discovered_thumbnail.png,dragon_swampFire_undiscovered_thumbnail.png,dragonThumbnail_swampFire_discovered.png,dragonThumbnail_swampFire_undiscovered.png,T14C3WFdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,226,12,14,3340465,,14,40,,empyreanEggCurrency,egg_world3_V2.lvl,0-0,0-0,1,1,0,15,14,251,1,875,0,0,,,,1,,0,
T14C3HWdragon,0,Evakhet,drg_egyptianHawk.lvl,hunter,Regal Hawk,5,windElement,"An arrogant dragon prince, residing at a gilded desert palace.",Look for the dragon at the breeding grounds,dragon_egyptianHawk_discovered_thumbnail.png,dragon_egyptianHawk_undiscovered_thumbnail.png,dragonThumbnail_egyptianHawk_discovered.png,dragonThumbnail_egyptianHawk_undiscovered.png,T14C3HWdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,227,12,14,3340465,,14,40,,empyreanEggCurrency,egg_world3_V3.lvl,0-0,0-0,1,1,0,15,14,252,1,875,0,0,,,,1,,0,
T14C3HIdragon,0,Tuktu,drg_glacialProwler.lvl,hunter,Glacial Prowler,5,iceElement,"Coated in jagged ice, this dragon hunts snowblind prey wandering the Stygian Glaze.",Look for the dragon at the breeding grounds,dragon_glacialProwler_discovered_thumbnail.png,dragon_glacialProwler_undiscovered_thumbnail.png,dragonThumbnail_glacialProwler_discovered.png,dragonThumbnail_glacialProwler_undiscovered.png,T14C3HIdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,228,12,14,3340465,,14,40,,empyreanEggCurrency,egg_world3_V4.lvl,0-0,0-0,1,1,0,15,14,253,1,875,0,0,,,,1,,0,
T14C3SFdragon,0,Modrian,drg_furnaceSorcerer.lvl,sorcerer,Draconic Dynamo,5,fireElement,"The final design from the Fire Fields, an adept artificial Sorcerer.",Look for the dragon at the breeding grounds,dragon_furnaceSorcerer_discovered_thumbnail.png,dragon_furnaceSorcerer_undiscovered_thumbnail.png,dragonThumbnail_furnaceSorcerer_discovered.png,dragonThumbnail_furnaceSorcerer_undiscovered.png,T14C3SFdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,229,12,14,3340465,,14,40,,empyreanEggCurrency,egg_world3_V5.lvl,0-0,0-0,1,1,0,15,14,254,1,875,0,0,,,,1,,0,
T14C3SDdragon,0,Capulos,drg_maskSorcerer.lvl,sorcerer,Jester Wyrm,5,darkElement,Lurks in the dark alleys of Suddene's wild festivals.,Look for the dragon at the breeding grounds,dragon_maskSorcerer_discovered_thumbnail.png,dragon_maskSorcerer_undiscovered_thumbnail.png,dragonThumbnail_maskSorcerer_discovered.png,dragonThumbnail_maskSorcerer_undiscovered.png,T14C3SDdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,230,12,14,3340465,,14,40,,empyreanEggCurrency,egg_world3_V6.lvl,0-0,0-0,1,1,0,15,14,255,1,875,0,0,,,,1,,0,
T14C4WEdragon,0,Archon,drg_celestialWarrior.lvl,warrior,Sunrise Watcher,6,earthElement,"Scans the Spinal Peaks for corruption, taking flight with each sunrise.",Look for the dragon at the breeding grounds,dragon_celestialWarrior_discovered_thumbnail.png,dragon_celestialWarrior_undiscovered_thumbnail.png,dragonThumbnail_celestialWarrior_discovered.png,dragonThumbnail_celestialWarrior_undiscovered.png,T14C4WEdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,231,16,14,3340465,,14,50,,empyreanEggCurrency,egg_world3_V7.lvl,0-0,0-0,1,1,0,15,14,256,1,1625,0,0,,,,1,,0,
T14C4HDdragon,0,Lusian,drg_celestialCorrupted.lvl,hunter,Corrupted Celestial,6,darkElement,A Celestial drake malformed and corrupted by the evil magic of the Void.,Look for the dragon at the breeding grounds,dragon_celestialCorrupted_discovered_thumbnail.png,dragon_celestialCorrupted_undiscovered_thumbnail.png,dragonThumbnail_celestialCorrupted_discovered.png,dragonThumbnail_celestialCorrupted_undiscovered.png,T14C4HDdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,232,16,14,3340465,,14,50,,empyreanEggCurrency,egg_world3_V8.lvl,0-0,0-0,1,1,0,15,14,257,1,1625,0,0,,,,1,,0,
T14C4SWdragon,0,Seraph,drg_celestialClarion.lvl,sorcerer,Clarion Gale,6,windElement,"A holy dragon accustomed to the cold, thin air high in the atmosphere.",Look for the dragon at the breeding grounds,dragon_celestialClarion_discovered_thumbnail.png,dragon_celestialClarion_undiscovered_thumbnail.png,dragonThumbnail_celestialClarion_discovered.png,dragonThumbnail_celestialClarion_undiscovered.png,T14C4SWdragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,233,16,14,3340465,,14,50,,empyreanEggCurrency,egg_world3_V9.lvl,0-0,0-0,1,1,0,15,14,258,1,1625,0,0,,,,1,,0,
E19Q1DiscountDragon,0,Haku,drg_japanStatue.lvl,warrior,Stalwart Komainu,5,earthElement,Komainu dragons ward evil spirits away from Sacred Ridge shrines.,Look for the dragon at the breeding grounds,dragon_japanStatue_discovered_thumbnail.png,dragon_japanStatue_undiscovered_thumbnail.png,dragonThumbnail_japanStatue_discovered.png,dragonThumbnail_japanStatue_undiscovered.png,E19Q1DiscountDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,234,1,3,82080,,4,60,,empyreanEggCurrency,egg_world3_V2.lvl,0-0,0-0,1,1,0,15,4,225,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E19Q1SorcererDragon,0,Kaiji,drg_japanKappa.lvl,sorcerer,Sunken Yokai,5,iceElement,A cruel water spirit found in swiftly flowing river currents.,Look for the dragon at the breeding grounds,dragon_japanKappa_discovered_thumbnail.png,dragon_japanKappa_undiscovered_thumbnail.png,dragonThumbnail_japanKappa_discovered.png,dragonThumbnail_japanKappa_undiscovered.png,E19Q1SorcererDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,235,1,3,82080,,4,60,,empyreanEggCurrency,egg_world3_V7.lvl,0-0,0-0,1,1,0,15,4,226,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E19Q1MythicHunterDragon,0,Ronin,drg_japanRonin.lvl,hunter,Wayward Samurai,6,darkElement,"A fabled fallen soldier, still searching for its long-dead master.",Look for the dragon at the breeding grounds,dragon_japanRonin_discovered_thumbnail.png,dragon_japanRonin_undiscovered_thumbnail.png,dragonThumbnail_japanRonin_discovered.png,dragonThumbnail_japanRonin_undiscovered.png,E19Q1MythicHunterDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,236,1,3,82080,,4,60,,empyreanEggCurrency,egg_world3_V4.lvl,0-0,0-0,1,1,0,15,4,227,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E19Q1MythicSorcererDragon,0,Zenko,drg_japanFox.lvl,sorcerer,Aspect of the Fox,6,windElement,"A cunning trickster, this patron spirit is known for its shapeshifting abilities.",Look for the dragon at the breeding grounds,dragon_japanFox_discovered_thumbnail.png,dragon_japanFox_undiscovered_thumbnail.png,dragonThumbnail_japanFox_discovered.png,dragonThumbnail_japanFox_undiscovered.png,E19Q1MythicSorcererDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,238,1,3,82080,,4,60,,empyreanEggCurrency,egg_world3_V4.lvl,0-0,0-0,1,1,0,15,4,229,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
summonWaterSpirit,0,Water Spirit,drg_summonWaterSpirit.lvl,warrior,Summoned Water Spirit Dragon,0,iceElement,This dragon was summoned.,Look for the dragon at the breeding grounds,,,dragonThumbnail_demon_discovered.png,dragonThumbnail_demon_undiscovered.png,SummonDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,0,1,2,1,0,,1,75,,redEggCurrency,egg_red_V1.lvl,0-0,0-0,0,0,1,15,1,1,0,48,0,0,,,,0,,0,
E19Q1WarriorDragon,0,Goda,drg_japanSamurai.lvl,warrior,Blazing Warlord,5,fireElement,This dragon's molten blood gives it an equally fiery temper.,Look for the dragon at the breeding grounds,dragon_japanSamurai_discovered_thumbnail.png,dragon_japanSamurai_undiscovered_thumbnail.png,dragonThumbnail_japanSamurai_discovered.png,dragonThumbnail_japanSamurai_undiscovered.png,E19Q1WarriorDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,237,1,3,82080,,4,60,,empyreanEggCurrency,egg_world2_V2.lvl,0-0,0-0,1,1,0,15,4,228,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
E19Q1FestiveDragon,0,Sakura,drg_japanBlossom.lvl,hunter,Spring Blossom Drake,5,earthElement,The arrival of this drake signals the beginning of spring.,Look for the dragon at the breeding grounds,dragon_japanBlossom_discovered_thumbnail.png,dragon_japanBlossom_undiscovered_thumbnail.png,dragonThumbnail_japanBlossom_discovered.png,dragonThumbnail_japanBlossom_undiscovered.png,E19Q1FestiveDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,1,239,1,1,43200,,1,60,,empyreanEggCurrency,egg_world2_V7.lvl,0-0,0-0,1,1,0,15,1,230,1,400,0,0,testLTOdragonAchievement,DodoDragonBreeding.csv,1,1,1,0,
reefFamiliar,0,Reefy,drg_sea_summon.lvl,warrior,Summoned Reef Familiar,0,fireElement,This dragon was summoned.,Look for the dragon at the breeding grounds,,,dragonThumbnail_demon_discovered.png,dragonThumbnail_demon_undiscovered.png,SummonReefDragonUpgrades.csv,,downloadDragons,1000,food:100,,0~20~40,0,1,2,1,0,,1,75,,redEggCurrency,egg_red_V1.lvl,0-0,0-0,0,0,1,15,1,1,0,48,0,0,,,,0,,0,
