identifier,prerequisites,steps,fallThroughs,achievementDescription,isTutorial,isRuneTutorial,inBundle,characterThumbnail,currencyRewardString,rewardIdentifier,visible,isXGameAchievement,featureUnlockOptions,splitTestOptions,priority,showGoButton,showNewArrow,isEvent,comments,shouldReportToTune,shouldReportToFB,dontRewardOnFallThrough,isMainQuestAchievement,shouldReactivatePrerequisites,h
v3TutorialPve01ReachedSecondIsland,v3TutorialPve01Start,v3TutorialPve01ReachedSecondIslandStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve01DestroyedSecondIsland,v3TutorialPve01Start,v3TutorialPve01DestroyedSecondIslandStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve01PulseSecondIsland,v3TutorialPve01RangeSecondIsland,v3TutorialPve01PulseSecondIslandStep,v3TutorialPve01DestroyedSecondIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve01PausedSecondIsland,v3TutorialPve01ReachedSecondIsland,v3TutorialPve01PausedSecondIslandStep,v3TutorialPve01DestroyedSecondIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,1,
v3TutorialPve01RangeThirdIsland,v3TutorialPve01Start,v3TutorialPve01RangeThirdIslandStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve01ReachedThirdIsland,v3TutorialPve01Start,v3TutorialPve01ReachedThirdIslandStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve01DestroyedThirdIsland,v3TutorialPve01Start,v3TutorialPve01DestroyedThirdIslandStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve01PulseThirdIsland,v3TutorialPve01RangeThirdIsland,v3TutorialPve01PulseThirdIslandStep,v3TutorialPve01DestroyedThirdIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve01PausedThirdIsland,v3TutorialPve01ReachedThirdIsland,v3TutorialPve01PausedThirdIslandStep,v3TutorialPve01DestroyedThirdIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,1,
v3TutorialPve01ReachedCastle,v3TutorialPve01Start,v3TutorialPve01ReachedCastleStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Castle Hover Spot,0,,,,,
v3TutorialPve01DestroyedCastle,v3TutorialPve01ReachedCastle,v3TutorialPve01DestroyedCastleStep,v3TutorialPve01DestroyedCastleFT,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Castle Hint Spot,0,,,,,
v3TutorialPve01DestroyedCastleFT,v3TutorialPve01Start,v3TutorialPve01DestroyedCastleFTStep,v3TutorialPve01DestroyedCastleFTFT,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Castle Hint Spot FT. Castle Hint FT,0,,,,,
v3TutorialPve01DestroyedCastleFTFT,v3TutorialPve01ReachedCastle,v3TutorialPve01DestroyedCastleFTFTStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Castle Hint Time Limit. 10 second wait before letting you move on,0,,,,,
v3TutorialPve01Finish,v3TutorialDelayAfterSlideShow,v3TutorialPve01FinishStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01 Finish,0,,,,,
v3TutorialPve01DisableOtherDragonsBeforePve02,v3TutorialPve01Finish,v3TutorialPve01TrainDracoStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01 Disable Other Dragons Before PVE02,0,,,,,
v3TutAuxPve01Fallthrough,v3TutorialDelayAfterSlideShow,v3TutAuxPve01FallthroughStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01 Fallthrough,0,,,,,
v3TutorialBuildModeAfterPve01,v3TutorialPve01Finish,v3TutorialBuildModeAfterPve01Step,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,defeat Khan,0,,,,,
v3TutorialPve01Defeat,v3TutorialPve01Start,v3TutorialPve01DefeatStep,v3OldTutorialFinished,,1,,,image_quest_03.png,food:30,,0,,,,0,1,0,0,Pve01 Defeat,0,,,,,
v3TutorialPve01DefeatBuildMode,v3TutorialPve01Defeat,v3TutorialPve01DefeatBuildModeStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01 Defeat,0,,,,,
v3TutorialPve01DracoXP,v3TutorialPve01Start,v3TutorialPve01DracoXPStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Draco XP. Draco enough XP,0,,,,,
v3TutorialPve01DracoXPDelay,v3TutorialPve01DracoXP,v3TutorialPve01DracoXPDelayStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Draco XP. Draco enough XP,0,,,,,
v3TutorialPve01TrainDraco,v3TutorialPve01DracoXPDelay,v3TutorialPve01TrainDracoStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Draco XP. Train Draco to Level 2,0,,,,,
v3TutAuxPve01WinBuildMode,v3TutorialPve01Finish,v3TutAuxPve01WinBuildModeStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01 Build Mode,0,,,,,
v3TutorialPve01PostDiaog,v3TutAuxPve01WinBuildMode,v3TutorialPve01PostDialogStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01 post dialog,0,,,,,
v3TutAuxPve01SpellSecondIsland,v3TutorialPve01ReachedSecondIsland,v3TutAuxPve02SpellSecondIslandStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutAuxPve02DisableAttack,v3TutorialPve01DracoXP,v3TutAuxDisableAttackStep,v3TutorialPve01TrainDraco,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Disable Attack,0,,,,,
v3TutAuxPve02SwapDragon,v3TutorialPve01TrainDraco,v3TutAuxPve02SwapDragonStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Swap Dragon Stats,0,,,,,
v3TutorialPve02Start,v3TutorialPve01TrainDraco,v3TutorialPve02StartStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Start Pve 02,0,,,,,
v3TutAuxPve02SelectDragon,v3TutorialPve02Start,v3TutAuxPve02SelectDragonStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Select Dragon,0,,,,,
v3TutorialPve02HintFirstIsland1,v3TutorialPve02Start,v3TutorialPve02HintFirstIsland1Step,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,1,
v3TutorialPve02HintFirstIsland2,v3TutorialPve02HintFirstIsland1,v3TutorialPve02HintFirstIsland2Step,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,1,
v3TutorialPve02VideoTutFirstIsland,v3TutorialPve02HintFirstIsland2,v3TutorialPve02VideoTutFirstIslandStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,1,
v3TutAuxPve02RangeFirstIsland,v3TutAuxPve02SelectDragon,v3TutAuxPve02RangeFirstIslandStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutAuxPve02ReachedFirstIsland,v3TutAuxPve02SelectDragon,v3TutAuxPve02ReachedFirstIslandStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutAuxPve02DestroyedFirstIsland,v3TutAuxPve02SelectDragon,v3TutAuxPve02DestroyedFirstIslandStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutAuxPve02PulseFirstIsland,v3TutAuxPve02RangeFirstIsland,v3TutAuxPve02DestroyedFirstIslandStep,v3TutAuxPve02DestroyedFirstIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutAuxPve02PausedFirstIsland,v3TutAuxPve02ReachedFirstIsland,v3TutAuxPve02PausedFirstIslandStep,v3TutAuxPve02DestroyedFirstIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,1,
v3TutAuxPve02DamagedSecondIsland,v3TutAuxPve02DestroyedFirstIsland,v3TutAuxPve02DamagedSecondIslandStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutAuxPve02SpellSecondIsland,v3TutorialPve02VideoTutSecondIsland,v3TutAuxPve02SpellSecondIslandStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutAuxPve02RangeSecondIsland,v3TutAuxPve02SelectDragon,v3TutAuxPve02RangeSecondIslandStep,v3TutAuxPve02DestroyedSecondIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutAuxPve02ReachedSecondIsland,v3TutAuxPve02SelectDragon,v3TutAuxPve02ReachedSecondIslandStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutAuxPve02DestroyedSecondIsland,v3TutAuxPve02SelectDragon,v3TutAuxPve02DestroyedSecondIslandStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutAuxPve02PulseSecondIsland,v3TutAuxPve02RangeSecondIsland,v3TutAuxPve02DestroyedSecondIslandStep,v3TutAuxPve02DestroyedSecondIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutorialPve02VideoTutHintSecondIsland,v3TutAuxPve02RangeSecondIsland,v3TutorialPve02VideoTutHintSecondIslandStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,1,
v3TutorialPve02VideoTutSecondIsland,v3TutorialPve02VideoTutHintSecondIsland,v3TutorialPve02VideoTutSecondIslandStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01 post dialog,0,,,,1,
v3TutAuxPve02PausedSecondIsland,v3TutAuxPve02ReachedSecondIsland,v3TutAuxPve02PausedSecondIslandStep,v3TutAuxPve02DestroyedSecondIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,1,
v3TutorialPve02HintSecondIsland1,v3TutAuxPve02ReachedFirstIsland,v3TutorialPve02HintSecondIsland1Step,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve02HintSecondIsland2,v3TutorialPve02HintSecondIsland1,v3TutorialPve02HintSecondIsland2Step,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutAuxPve02HardPauseSecondIsland,v3TutAuxPve02ReachedThirdIsland,v3TutAuxPve02HardPauseSecondIslandStep,v3TutAuxPve02SpellSecondIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutAuxPve02SpellDisabledSecondIsland,v3TutorialPve02Start,v3TutAuxPve02SpellDisabledSecondIslandStep,v3TutorialPve02VideoTutSecondIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutAuxPve02ReachedThirdIsland,v3TutAuxPve02SelectDragon,v3TutAuxPve02ReachedThirdIslandStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutAuxPve02SpellThirdIsland,v3TutorialPve02Start,v3TutAuxPve02SpellThirdIslandStep,v3TutAuxPve02ReachedThirdIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutAuxPve02Reached2ThirdIsland,v3TutAuxPve02SelectDragon,v3TutAuxPve02Reached2ThirdIslandStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutAuxPve02PausedThirdIsland,v3TutAuxPve02Reached2ThirdIsland,v3TutAuxPve02PausedThirdIslandStep,v3TutAuxPve02DestroyedThirdIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,1,
v3TutAuxPve02DestroyedThirdIsland,v3TutAuxPve02SelectDragon,v3TutAuxPve02DestroyedThirdIslandStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutAuxPve02DestroyedThirdIslandDelay,v3TutAuxPve02DestroyedThirdIsland,v3TutAuxPve02DestroyedThirdIslandDelayStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutAuxPve02ThirdIslandWood,v3TutAuxPve02DestroyedThirdIslandDelay,v3TutAuxPve02ThirdIslandWoodStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutorialPve02Finish,v3TutorialPve01TrainDraco,v3TutorialPve02FinishStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02,0,,,,,
v3TutAuxPve02Fallthrough,v3TutorialPve01Finish,v3TutAuxPve02FallthroughStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve02 Fallthrough,0,,,,,
v3TutAuxPve02Defeat,v3TutorialPve02Start,v3TutAuxPve02DefeatStep,v3OldTutorialFinished,,1,,,image_quest_03.png,food:10,,0,,,,0,1,0,0,Pve02 Defeat,0,,,,,
v3TutorialPve02DracoXP,level999,v3TutorialPve02DracoXPStep,,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Draco XP. Draco enough XP,0,,,,,
v3TutorialPve02DracoXPDelay,v3TutorialPve02DracoXP,v3TutorialPve02DracoXPDelayStep,,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Draco XP. Draco enough XP,0,,,,,
v3TutorialPve02TrainDraco,v3TutorialPve02DracoXPDelay,v3TutorialPve02TrainDracoStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Draco XP. Train Draco to Level 3,0,,,,,
v3TutAuxPve02StartAgain,v3TutorialPve02Start,v3TutAuxPve02StartAgainStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Start again fallthrough,0,,,,,
v3TutAuxPve02WinBuildMode,v3TutorialPve02Finish,v3TutAuxPve02WinBuildModeStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Build Mode ,0,,,,,
v3TutorialNarrationEnterUsername,v3TutAuxPve02WinBuildMode,v3TutorialNarrationEnterUsernameStep,v3TutorialWaitOneSecondFT,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Narration Before Username,0,,,,,
v3TutorialWaitOneSecond,v3TutorialNarrationEnterUsername,v3TutorialWaitOneSecondStep,v3TutorialWaitOneSecondFT,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Wait One Second,0,,,,,
v3TutorialWaitOneSecondFT,v3TutAuxPve02WinBuildMode,v3TutorialWaitOneSecondFTStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Wait One Second,0,,,,,
v3TutorialUsername,v3TutorialWaitOneSecond,v3TutorialUsernameStep,,Continue playing the tutorial,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Username,0,,,,,
v3TutorialPostUsernameDialog,v3TutorialUsername,v3TutorialPostUsernameDialogStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Post Username Dialog,0,,,,,
v3TutorialPlaceHogFarm1,v3TutorialPostUsernameDialog,v3TutorialPlaceHogFarm1Step,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Build a Sheep Farm,0,,,,,
v3TutorialWaitingToCompleteHogFarm1,v3TutorialPlaceHogFarm1,v3TutorialWaitingToCompleteHogFarm1Step,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Wait for sheep farm 1 to complete,0,,,,,
v3TutorialFinishHogFarm1,v3TutorialPlaceHogFarm1,v3TutorialFinishHogFarm1Step,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Finish building sheep farm 1. You Sheep Farm has increased your food production!,0,,,,,
v3TutorialCollectHogFarm,v3TutorialFinishHogFarm1,v3TutorialCollectHogFarmStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Collect from the sheep farm,0,,,,,
v3TutorialCollectHogFarmDelay,v3TutorialCollectHogFarm,v3TutorialCollectHogFarmDelayStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,0,0,0,Collect from the sheep farm. Delay after collecting from Sheep Farm,0,,,,,
v3TutorialCollectHogFarmDelay2,v3TutorialCollectHogFarmDelay,v3TutorialCollectHogFarmDelay2Step,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,0,0,0,Collect from the sheep farm. Delay after collecting from Sheep Farm,0,,,,,
v3TutorialEnterBreeder1,v3TutorialCollectHogFarmDelay2,v3TutorialEnterBreeder1Step,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Enter the Lookout Balloon,0,,,,,
v3TutorialUseBreeder1,level999,tutorialUseBreeder1Step,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,2000,1,0,0,Dragon Advisors,0,,,,,
v3TutorialHogFarmEggMissionDisableAttack,v3TutAuxPve02WinBuildMode,v3TutorialHogFarmEggMissionDisableAttackStep,v3TutorialEnterBreeder1,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Dragon at ten percent trigger,0,,,,,
v3TutorialPve03AttackArrowDelay1,v3TutorialEnterBreeder1,v3TutorialPve03AttackArrowDelay1Step,v3TutorialPve03Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03AttackArrowDelay2,v3TutorialPve03AttackArrowDelay1,level999Step,v3TutorialPve03Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03Start,v3TutorialEnterBreeder1,v3TutorialPve03StartStep,v3TutorialPve03Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Start Pve 03,0,,,,,
v3TutorialPve03StartAgain,v3TutorialPve03Start,v3TutorialPve03StartAgainStep,v3TutorialPve03Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Start Pve 03 Again Fallthrough,0,,,,,
v3TutorialPve03SelectDragon,v3TutorialPve03Start,v3TutorialPve03SelectDragonStep,v3TutorialPve03Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03SelectRedTutorialDragon,v3TutorialPve03Start,v3TutorialPve03SelectRedTutorialDragonStep,v3TutorialPve03Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03SelectStoneTutorialDragon,v3TutorialPve03Start,v3TutorialPve03SelectStoneTutorialDragonStep,v3TutorialPve03Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03SwapDragon,v3TutorialEnterBreeder1,v3TutorialPve03SwapDragonStep,v3TutorialPve03Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03ReachedFirstIsland,v3TutorialPve03Start,v3TutorialPve03ReachedFirstIslandStep,v3TutorialPve03StartAgain,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03DestroyedFirstIsland,v3TutorialPve03Start,v3TutorialPve03DestroyedFirstIslandStep,v3TutorialPve03StartAgain,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03PausedFirstIsland,v3TutorialPve03ReachedFirstIsland,v3TutorialPve03PausedFirstIslandStep,v3TutorialPve03DestroyedFirstIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03ReachedSecondIsland,v3TutorialPve03Start,v3TutorialPve03ReachedSecondIslandStep,v3TutorialPve03StartAgain,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03RangeSecondIsland,v3TutorialPve03Start,v3TutorialPve03RangeSecondIslandStep,v3TutorialPve03StartAgain,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03HintSecondIsland,v3TutorialPve03RangeSecondIsland,v3TutorialPve03Hint01Step,v3TutorialPve03DestroyedSecondIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve01,0,,,,,
v3TutorialPve03DestroyedSecondIsland,v3TutorialPve03Start,v3TutorialPve03DestroyedSecondIslandStep,v3TutorialPve03StartAgain,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03PausedSecondIsland,v3TutorialPve03ReachedSecondIsland,v3TutorialPve03PausedSecondIslandStep,v3TutorialPve03DestroyedSecondIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03ReachedThirdIsland,v3TutorialPve03Start,v3TutorialPve03ReachedThirdIslandStep,v3TutorialPve03StartAgain,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03DestroyedThirdIsland,v3TutorialPve03Start,v3TutorialPve03DestroyedThirdIslandStep,v3TutorialPve03StartAgain,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03PausedThirdIsland,v3TutorialPve03ReachedThirdIsland,v3TutorialPve03PausedThirdIslandStep,v3TutorialPve03DestroyedThirdIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03ReachedFourthIsland,v3TutorialPve03Start,v3TutorialPve03ReachedFourthIslandStep,v3TutorialPve03StartAgain,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03DestroyedFourthIsland,v3TutorialPve03Start,v3TutorialPve03DestroyedFourthIslandStep,v3TutorialPve03StartAgain,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03PausedFourthIsland,v3TutorialPve03ReachedFourthIsland,v3TutorialPve03PausedFourthIslandStep,v3TutorialPve03DestroyedFourthIsland,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03,0,,,,,
v3TutorialPve03Finish,v3TutorialEnterBreeder1,v3TutorialPve03FinishStep,v3TutorialPve03Fallthrough,Laria is crushed!,1,,,image_quest_03.png,,,0,,,,2000,0,0,0,Attack!,0,,,,,
v3TutorialPve03Fallthrough,v3TutorialPve03Start,v3TutorialPve03FallthroughStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03 Fallthrough,0,,,,,
v3TutorialBuildModeAfterPve03,v3TutorialPve03Finish,v3TutorialBuildModeAfterPve03Step,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Build Mode ,0,,,,,
v3TutorialPve03Defeat,v3TutorialPve03Start,v3TutorialPve03DefeatStep,v3OldTutorialFinished,,1,,,image_quest_03.png,food:20,,0,,,,0,1,0,0,Pve03 Defeat,0,,,,,
v3TutorialPve03DefeatBuildMode,v3TutorialPve03Defeat,v3TutorialPve03DefeatBuildModeStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Pve03 Defeat,0,,,,,
v3TutorialPve03ChineseXP,v3TutorialPve03Start,v3TutorialPve03ChineseXPStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Draco XP. Draco enough XP,0,,,,,
v3TutorialPve03ChineseXPDelay,v3TutorialPve03ChineseXP,v3TutorialPve03ChineseXPDelayStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Draco XP. Draco enough XP,0,,,,,
v3TutorialPve03TrainChinese,v3TutorialPve03ChineseXPDelay,v3TutorialPve03TrainChineseStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Draco XP. Train Leviathan to Level 2,0,,,,,
v3TutorialPostPve03Dialogue,v3TutorialBuildModeAfterPve03,v3TutorialPostPve03DialogueStep,v3OldTutorialFinished,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Build Mode ,0,,,,,
v3TutAuxPve01DragonHealthy,v3TutorialPve01Start,v3TutAuxPve01DragonHealthyStep,v3TutAuxPve01Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Dragon at ten percent trigger,0,,,,,
v3TutAuxPve02DragonHealthy,v3TutorialPve02Start,v3TutAuxPve02DragonHealthyStep,v3TutAuxPve02Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Dragon at ten percent trigger,0,,,,,
v3TutAuxPve03RedTutorialDragonHealthy,v3TutorialPve03SelectStoneTutorialDragon,v3TutAuxPve03RedTutorialDragonHealthyStep,v3TutorialPve03Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Dragon at ten percent trigger,0,,,,,
v3TutAuxPve03StoneTutorialDragonHealthy,v3TutorialPve03SelectRedTutorialDragon,v3TutAuxPve03StoneTutorialDragonHealthyStep,v3TutorialPve03Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Dragon at ten percent trigger,0,,,,,
v3TutAuxPve03RedTutorialDragonSecondRound,v3TutorialPve03SelectStoneTutorialDragon,v3TutAuxPve03RedTutorialDragonSecondRoundStep,v3TutorialPve03Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Dragon at ten percent trigger,0,,,,,
v3TutAuxPve03StoneTutorialDragonSecondRound,v3TutorialPve03SelectRedTutorialDragon,v3TutAuxPve03StoneTutorialDragonSecondRoundStep,v3TutorialPve03Fallthrough,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Dragon at ten percent trigger,0,,,,,
v3TutAuxPve03SecondRoundDisableSwapRed,v3TutAuxPve03RedTutorialDragonSecondRound,v3TutAuxPve03SecondRoundDisableSwapStep,v3TutorialPve03StartAgain,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Dragon at ten percent trigger,0,,,,,
v3TutAuxPve03SecondRoundDisableSwapStone,v3TutAuxPve03StoneTutorialDragonSecondRound,v3TutAuxPve03SecondRoundDisableSwapStep,v3TutorialPve03StartAgain,,1,,,image_quest_03.png,,,0,,,,0,1,0,0,Dragon at ten percent trigger,0,,,,,
