identifier,activeAchievement,priority,narrativeActionType,narrativeItem,narrationIdentifier,delayTime,menuButton,tableName,tableItemIdentifier,arrowRotation,arrowScale,narrativeAction,tutorialMessage,shouldAlwaysScroll,additionalParameters,h
wmTutorialAttackEnemyMove_moveArrow,wmTutorialAttackEnemyMove,2,WM3DMenuArrowNarrativeAction,wm3dRadialMenu,,,upButtonNode,,,90,,,Move Here,,isMine:0|className:WMContinent|regionId:1|contIdx:0,
wmTutorialAttackEnemyBlockadeNarration_narration,wmTutorialAttackEnemyBlockadeNarration,,NarrationInSpecificViewModeNarrativeAction,,narrationWMTutorialBlockade,1,,,,,,,,,ViewModeValue:256,
wmTutorialAttackEnemyAttack_disableLevelUp,wmTutorialAttackEnemyAttack,,WM3DDisableMenuButtonNarrativeAction,WM3DdrakeTechTree,,,researchButton,,,,,,"Cannot use this button|You cannot level up now, follow the instruction!",,,
wmTutorialAttackEnemyAttack_disableUp,wmTutorialAttackEnemyAttack,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,upButton,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialAttackEnemyAttack_disableLeft,wmTutorialAttackEnemyAttack,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,leftButton,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialAttackEnemyAttack_disableRight,wmTutorialAttackEnemyAttack,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,rightButton,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialAttackEnemyAttack_disableDown,wmTutorialAttackEnemyAttack,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,downButton,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialAttackEnemyAttack_disableTroops,wmTutorialAttackEnemyAttack,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,troopTabBtn,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialAttackEnemyAttack_disableDrawerButton,wmTutorialAttackEnemyAttack,,WM3DDisableMenuButtonNarrativeAction,wm3dHud,,,drawerButton,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialAttackEnemyAttack_enemyDrakeArrow,wmTutorialAttackEnemyAttack,1,WM3DMenuArrowNarrativeAction,tutorialEnemyNode,,,wmDrake,,,,,,Attack Enemy Primarch,,,
wmTutorialAttackEnemyAttack_attackArrow,wmTutorialAttackEnemyAttack,2,WM3DMenuArrowNarrativeAction,wm3dRadialMenuEnemy,,,rightButton,,,270,,,Attack Primarch,,isMine:0|className:WMDrake|regionId:1|contIdx:0,
wmTutorialConquerCastle_disableLevelUp,wmTutorialConquerCastle,,WM3DDisableMenuButtonNarrativeAction,WM3DdrakeTechTree,,,researchButton,,,,,,"Cannot use this button|You cannot level up now, follow the instruction!",,,
wmTutorialConquerCastle_disableRepair,wmTutorialConquerCastle,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,repairCell,,,,,,"Cannot use this button|You cannot repair now, follow the instruction!",,,
wmTutorialConquerCastle_disableUp,wmTutorialConquerCastle,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,upButton,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialConquerCastle_disableLeft,wmTutorialConquerCastle,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,leftButton,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialConquerCastle_disableTroops,wmTutorialConquerCastle,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,troopTabBtn,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialConquerCastle_disableDrawerButton,wmTutorialConquerCastle,,WM3DDisableMenuButtonNarrativeAction,wm3dHud,,,drawerButton,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialConquerCastle_enemyContinentArrow,wmTutorialConquerCastle,1,WM3DMenuArrowNarrativeAction,tutorialEnemyNode,,,wmContinent,,,,0.75,,Conquer Castle,,,
wmTutorialConquerCastle_conquerArrow,wmTutorialConquerCastle,2,WM3DMenuArrowNarrativeAction,wm3dRadialMenu,,,rightButtonNode,,,270,,,Conquer Castle,,isMine:0|className:WMContinent|regionId:1|contIdx:0,
wmTutorialSetHome_disableLevelUp,wmTutorialSetHome,,WM3DDisableMenuButtonNarrativeAction,WM3DdrakeTechTree,,,researchButton,,,,,,"Cannot use this button|You cannot level up now, follow the instruction!",,,
wmTutorialSetHome_disableRepair,wmTutorialSetHome,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,repairCell,,,,,,"Cannot use this button|You cannot repair now, follow the instruction!",,,
wmTutorialSetHome_disableUp,wmTutorialSetHome,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,upButton,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialSetHome_disableLeft,wmTutorialSetHome,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,leftButton,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialSetHome_disableTroops,wmTutorialSetHome,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,troopTabBtn,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialSetHome_disableDrawerButton,wmTutorialSetHome,,WM3DDisableMenuButtonNarrativeAction,wm3dHud,,,drawerButton,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialSetHome_enemyContinentArrow,wmTutorialSetHome,1,WM3DMenuArrowNarrativeAction,tutorialEnemyNode,,,wmContinent,,,,0.75,,Set New Home,,,
wmTutorialSetHome_setHomeArrow,wmTutorialSetHome,2,WM3DMenuArrowNarrativeAction,wm3dRadialMenu,,,rightButtonNode,,,270,,,Set New Home,,isMine:0|className:WMContinent|regionId:1|contIdx:0,
wmTutorialRepairTroopNarration_narration,wmTutorialRepairTroopNarration,,NarrationInSpecificViewModeNarrativeAction,,narrationWMTutorialRepairTroop,2,,,,,,,,,ViewModeValue:256,
wmTutorialRepairTroop_disableUp,wmTutorialRepairTroop,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,upButton,,,,,,,,,
wmTutorialRepairTroop_disableRight,wmTutorialRepairTroop,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,rightButton,,,,,,,,,
wmTutorialRepairTroop_disableDown,wmTutorialRepairTroop,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,downButton,,,,,,,,,
wmTutorialRepairTroop_disableLeft,wmTutorialRepairTroop,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,leftButton,,,,,,,,,
wmTutorialRepairTroop_disableLevelUp,wmTutorialRepairTroop,,WM3DDisableMenuButtonNarrativeAction,WM3DdrakeTechTree,,,researchButton,,,,,,"Cannot use this button|You cannot level up now, follow the instruction!",,,
wmTutorialRepairTroop_trainTroopsOne,wmTutorialRepairTroop,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,troopOneCell,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialRepairTroop_trainTroopsTwo,wmTutorialRepairTroop,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,troopTwoCell,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialRepairTroop_trainTroopsThree,wmTutorialRepairTroop,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,troopThreeCell,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialRepairTroop_drawerArrow,wmTutorialRepairTroop,1,WM3DMenuArrowNarrativeAction,wm3dHud,,,drawerButton,,,,,,Troops,,,
wmTutorialRepairTroop_cellArrow,wmTutorialRepairTroop,2,WM3DMenuArrowNarrativeAction,WMDrawerMenuViewController,,,repairCell,,,,,,Heal Troops,,,
wmTutorialRepairTroop_repairArrow,wmTutorialRepairTroop,3,WM3DMenuArrowNarrativeAction,WM3DTrainTroopMenuViewController,,,buyButton,,,,,,Heal,,,
wmTutorialRepairTroopFinish_disableLevelUp,wmTutorialRepairTroopFinish,,WM3DDisableMenuButtonNarrativeAction,WM3DdrakeTechTree,,,researchButton,,,,,,"Cannot use this button|You cannot level up now, follow the instruction!",,,
wmTutorialRepairTroopFinish_disableUp,wmTutorialRepairTroopFinish,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,upButton,,,,,,,,,
wmTutorialRepairTroopFinish_disableRight,wmTutorialRepairTroopFinish,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,rightButton,,,,,,,,,
wmTutorialRepairTroopFinish_disableDown,wmTutorialRepairTroopFinish,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,downButton,,,,,,,,,
wmTutorialRepairTroopFinish_disableLeft,wmTutorialRepairTroopFinish,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,leftButton,,,,,,,,,
wmTutorialRepairTroopFinish_disableRevive,wmTutorialRepairTroopFinish,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,repairCell,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialRepairTroopFinish_trainTroopsTwo,wmTutorialRepairTroopFinish,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,troopTwoCell,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialRepairTroopFinish_trainTroopsThree,wmTutorialRepairTroopFinish,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,troopThreeCell,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialRepairTroopFinish_disableDrake,wmTutorialRepairTroopFinish,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,drakeTabBtn,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialRepairTroopFinish_drawerArrow,wmTutorialRepairTroopFinish,1,WM3DMenuArrowNarrativeAction,wm3dHud,,,drawerButton,,,,,,Expedite,,,
wmTutorialRepairTroopFinish_expediteArrow,wmTutorialRepairTroopFinish,2,WM3DMenuArrowNarrativeAction,WMDrawerMenuViewController,,,troopOneCell,,,,,,Finish!,,,
wmTutorialLevelUpDrakeNarration_narration,wmTutorialLevelUpDrakeNarration,,NarrationInSpecificViewModeNarrativeAction,,narrationWMTutorialLevelUpDrake,2,,,,,,,,,ViewModeValue:256,
wmTutorialLevelUpDrake_disableUp,wmTutorialLevelUpDrake,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,upButton,,,,,,,,,
wmTutorialLevelUpDrake_disableRight,wmTutorialLevelUpDrake,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,rightButton,,,,,,,,,
wmTutorialLevelUpDrake_disableDown,wmTutorialLevelUpDrake,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,downButton,,,,,,,,,
wmTutorialLevelUpDrake_disableLeft,wmTutorialLevelUpDrake,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,leftButton,,,,,,,,,
wmTutorialLevelUpDrake_disableTroops,wmTutorialLevelUpDrake,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,troopTabBtn,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialLevelUpDrake_disablePrimarchFirstCell,wmTutorialLevelUpDrake,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,ancientOneCell,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialLevelUpDrake_drawerArrow,wmTutorialLevelUpDrake,1,WM3DMenuArrowNarrativeAction,wm3dHud,,,drawerButton,,,,,,Level Up,,,
wmTutorialLevelUpDrake_cellArrow,wmTutorialLevelUpDrake,2,WM3DMenuArrowNarrativeAction,WMDrawerMenuViewController,,,techTreeButton,,,,,,Open Tech Tree,,,
wmTutorialLevelUpDrake_levelUpArrow,wmTutorialLevelUpDrake,3,WM3DMenuArrowNarrativeAction,WM3DdrakeTechTree,,,researchButton,,,,,,Start,,,
wmTutorialLevelUpDrakeFinish_drawerArrow,wmTutorialLevelUpDrakeFinish,1,WM3DMenuArrowNarrativeAction,wm3dHud,,,drawerButton,,,,,,Expedite,,,
wmTutorialLevelUpDrakeFinish_disableUp,wmTutorialLevelUpDrakeFinish,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,upButton,,,,,,,,,
wmTutorialLevelUpDrakeFinish_disableRight,wmTutorialLevelUpDrakeFinish,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,rightButton,,,,,,,,,
wmTutorialLevelUpDrakeFinish_disableDown,wmTutorialLevelUpDrakeFinish,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,downButton,,,,,,,,,
wmTutorialLevelUpDrakeFinish_disableLeft,wmTutorialLevelUpDrakeFinish,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,leftButton,,,,,,,,,
wmTutorialLevelUpDrakeFinish_disableTroops,wmTutorialLevelUpDrakeFinish,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,troopTabBtn,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialLevelUpDrakeFinish_disablePrimarchFirstCell,wmTutorialLevelUpDrakeFinish,,WM3DDisableMenuButtonNarrativeAction,WMDrawerMenuViewController,,,ancientOneCell,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialLevelUpDrakeFinish_cellArrow,wmTutorialLevelUpDrakeFinish,2,WM3DMenuArrowNarrativeAction,WMDrawerMenuViewController,,,techTreeButton,,,,,,Expedite,,,
wmTutorialLevelUpDrakeFinish_expediteArrow,wmTutorialLevelUpDrakeFinish,3,WM3DMenuArrowNarrativeAction,WM3DdrakeTechTree,,,expediteButton,,,,,,Finish!,,,
wmTutorialUsePortalNarration_narration,wmTutorialUsePortalNarration,,NarrationInSpecificViewModeNarrativeAction,,narrationWMTutorialPortalIntro,1,,,,,,,,,ViewModeValue:256,
wmTutorialUsePortalMove_disableLevelUp,wmTutorialUsePortalMove,,WM3DDisableMenuButtonNarrativeAction,WM3DdrakeTechTree,,,researchButton,,,,,,"Cannot use this button|You cannot level up now, follow the instruction!",,,
wmTutorialUsePortalMove_disableUp,wmTutorialUsePortalMove,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,upButton,,,,,,Cannot use this button|Follow the instruction!,,exceptClassName:WMPortal|exceptRegiontId:1|exceptContIdx:0,
wmTutorialUsePortalMove_disableRight,wmTutorialUsePortalMove,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,rightButton,,,,,,,,exceptClassName:WMPortal|exceptRegiontId:1|exceptContIdx:0,
wmTutorialUsePortalMove_disableDown,wmTutorialUsePortalMove,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,downButton,,,,,,,,,
wmTutorialUsePortalMove_disableLeft,wmTutorialUsePortalMove,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,leftButton,,,,,,,,,
wmTutorialUsePortalMove_disableDrawerButton,wmTutorialUsePortalMove,,WM3DDisableMenuButtonNarrativeAction,wm3dHud,,,drawerButton,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialUsePortalMove_portalArrow,wmTutorialUsePortalMove,1,WM3DMenuArrowNarrativeAction,tutorialPortalNode,,,wmPortal,,,,0.75,,Move Here,,,
wmTutorialUsePortalMove_moveArrow,wmTutorialUsePortalMove,2,WM3DMenuArrowNarrativeAction,wm3dRadialMenu,,,upButtonNode,,,90,,,Move Now,,isMine:0|className:WMPortal|regionId:1|contIdx:0,
wmTutorialUsePortal_disableLevelUp,wmTutorialUsePortal,,WM3DDisableMenuButtonNarrativeAction,WM3DdrakeTechTree,,,researchButton,,,,,,"Cannot use this button|You cannot level up now, follow the instruction!",,,
wmTutorialUsePortal_disableUp,wmTutorialUsePortal,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,upButton,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialUsePortal_disableDown,wmTutorialUsePortal,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,downButton,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialUsePortal_disableLeft,wmTutorialUsePortal,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,leftButton,,,,,,Cannot use this button|Follow the instruction!,,exceptClassName:WMPortal|exceptRegiontId:1|exceptContIdx:0,
wmTutorialUsePortal_disableDrawerButton,wmTutorialUsePortal,,WM3DDisableMenuButtonNarrativeAction,wm3dHud,,,drawerButton,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialUsePortal_portalArrow,wmTutorialUsePortal,1,WM3DMenuArrowNarrativeAction,tutorialPortalNode,,,wmPortal,,,,0.75,,Use Portal,,,
wmTutorialUsePortal_useArrow,wmTutorialUsePortal,2,WM3DMenuArrowNarrativeAction,wm3dRadialMenu,,,rightButtonNode,,,270,,,Use Portal,,isMine:0|className:WMPortal|regionId:1|contIdx:0,
wmTutorialReadyForAtlasNarration_narration,wmTutorialReadyForAtlasNarration,,NarrationInSpecificViewModeNarrativeAction,,narrationWMTutorialReadyForAtlas,2,,,,,,,,,ViewModeValue:256,
wmTutorialReadyForAtlas_disableLevelUp,wmTutorialReadyForAtlas,,WM3DDisableMenuButtonNarrativeAction,WM3DdrakeTechTree,,,researchButton,,,,,,"Cannot use this button|You cannot level up now, follow the instruction!",,,
wmTutorialReadyForAtlas_disableDrawerButton,wmTutorialReadyForAtlas,,WM3DDisableMenuButtonNarrativeAction,wm3dHud,,,drawerButton,,,,,,Cannot use this button|Follow the instruction!,,,
wmTutorialReadyForAtlas_arrow,wmTutorialReadyForAtlas,,WM3DMenuArrowNarrativeAction,wm3dHud,,,backToHomeButton,,,270,,,Return to Base,,,
wmTutorialReadyForAtlas_disableUp,wmTutorialReadyForAtlas,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,upButton,,,,,,,,,
wmTutorialReadyForAtlas_disableRight,wmTutorialReadyForAtlas,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,rightButton,,,,,,,,,
wmTutorialReadyForAtlas_disableDown,wmTutorialReadyForAtlas,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,downButton,,,,,,,,,
wmTutorialReadyForAtlas_disableLeft,wmTutorialReadyForAtlas,,WM3DDisableMenuButtonNarrativeAction,wm3dRadialMenu,,,leftButton,,,,,,,,,
wmEnterAtlasNarration_narration,wmEnterAtlasNarration,,NarrationInSpecificViewModeNarrativeAction,,narrationWMEnterAtlasWelcome,2,,,,,,,,,ViewModeValue:256,
newMapIntroNarrative,newMapNarrationAchievement,1,NarrationNarrativeAction,,narrationNewMapIntroDialgoue,,,,,,,,,,,
newMapSlideShowNarrative,newMapSlideShowFinished,2,ShowSlideShowNarrativeAction,,newMapSlideShow,,,,,,,,,,,
newMapSlideShowDelayDisable,newMapSlideShowDelayed,,DisableMenuButtonNarrativeAction,hud,,,attackNode,,,,,,,,,!@#hchaaenlbpnoooem
